_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_verify_relationship,verify_relationship_gold,verify_relationship_gold_reason,_golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id
770955651,0.26,19,false,it says they gave her the chemical while she had the disease. it doesnt say it contributed to it...,0.0526,,"",yes_direct,,TRUE,D000728,"<span class=""chemical"">androgens</span>",D020181,"<span class=""disease"">syndrome of obstructive sleep apnea</span>","We documented airway occlusion during sleep and an abnormally high supraglottic resistance while awake in a 54-yr-old woman who had developed physical changes and the <span class=""disease"">syndrome of obstructive sleep apnea</span> while being administered exogenous <span class=""chemical"">androgens</span>.",761593.0,6732043.0,6732043_D000728_D020181,6732043_1,bcv_easy_1158_sent_work_dev_set_761593
770955652,0.23,13,false,But sentence explicitly says that there is no evidence that that chemical is causing disease?,0.0769,,"",yes_direct,,TRUE,D006220,"<span class=""chemical"">haloperidol</span>",D003072,"<span class=""disease"">Impairment of cognitive function</span>","RESULTS: <span class=""disease"">Impairment of cognitive function</span> was observed 6 to 8 hours after administration of <span class=""chemical"">haloperidol</span> on Day 2 but was not evident 23 hours after dosing.",761593.0,8617710.0,8617710_D006220_D003072,8617710_5,bcv_easy_1193_sent_work_dev_set_761593
770955653,0.00,14,false,"",0.0,,"",yes_direct,,TRUE,D008094,"<span class=""chemical"">lithium</span>",D012804,"<span class=""disease"">Sinus node dysfunction</span>","<span class=""disease"">Sinus node dysfunction</span> has been reported most frequently among the adverse cardiovascular effects of <span class=""chemical"">lithium</span>.",761593.0,18441470.0,18441470_D008094_D012804,18441470_1,bcv_easy_530_sent_work_dev_set_761593
770955654,0.18,11,false,"",0.0,,"",yes_direct,,TRUE,D014635,"<span class=""chemical"">sodium valproate</span>",D007177,"<span class=""disease"">syndrome of inappropriate secretion of antidiuretic hormone</span>","Contribution of <span class=""chemical"">sodium valproate</span> to the <span class=""disease"">syndrome of inappropriate secretion of antidiuretic hormone</span>.",761593.0,11195262.0,11195262_D014635_D007177,11195262_0,bcv_easy_158_sent_work_dev_set_761593
770955655,0.17,12,false,"",0.0,,"",yes_direct,,TRUE,D008012,"<span class=""chemical"">lidocaine</span>",D009135,"<span class=""disease"">muscle damage</span>","In addition to <span class=""disease"">muscle damage</span>, severe damage was also seen in harderian glands, especially after exposure to mepivacaine and <span class=""chemical"">lidocaine</span> plus epinephrine.",761593.0,4038130.0,4038130_D008012_D009135,4038130_5,bcv_easy_397_sent_work_dev_set_761593
770955656,0.12,8,false,This one is bullshit because I previously had it and said that it contributed and got marked wrong saying it does not contribute as the correct answer. So apparently there is no right answer to this wueation. You'll get it wrong no matter what.,0.125,,"",yes_direct,,TRUE,D010396,"<span class=""chemical"">D-penicillamine</span>",D005921,"<span class=""disease"">glomerulonephritis/RPGN</span>","A 67-year-old woman with rheumatoid arthritis presented rapidly progressive <span class=""disease"">glomerulonephritis</span> (<span class=""disease"">RPGN</span>) after 5 months of <span class=""chemical"">D-penicillamine</span> (250 mg/day) treatment.",761593.0,8267029.0,8267029_D010396_D005921,8267029_1,bcv_easy_499_sent_work_dev_set_761593
770955657,0.06,17,false,"",0.0,,"",yes_direct,,TRUE,D014700,"<span class=""chemical"">verapamil</span>",D006333,"<span class=""disease"">cardiac failure</span>","Three patients with ischaemic heart disease developed profound <span class=""disease"">cardiac failure</span>, hypotension and bradycardia during combined therapy with <span class=""chemical"">verapamil</span> and beta-adrenergic blocking drugs.",761593.0,6127992.0,6127992_D014700_D006333,6127992_1,bcv_easy_473_sent_work_dev_set_761593
770955658,0.00,10,false,"",0.0,,"",yes_direct,,TRUE,D007530,"<span class=""chemical"">isoflurane</span>",D002779|D056486,"<span class=""disease"">cholestatic hepatitis</span>","Acute <span class=""disease"">cholestatic hepatitis</span> after exposure to <span class=""chemical"">isoflurane</span>.",761593.0,11847945.0,11847945_D007530_D002779|D056486,11847945_0,bcv_easy_115_sent_work_dev_set_761593
770955659,0.17,6,false,"",0.0,,"",yes_direct,,TRUE,D015119,"<span class=""chemical"">epsilon-aminocaproic acid</span>",D020225|D020227,"<span class=""disease"">sagittal and left transverse sinus thrombosis</span>","We describe a 42-year-old woman who developed superior <span class=""disease"">sagittal and left transverse sinus thrombosis</span> associated with prolonged <span class=""chemical"">epsilon-aminocaproic acid</span> therapy for menorrhagia.",761593.0,2339463.0,2339463_D015119_D020225|D020227,2339463_1,bcv_easy_209_sent_work_dev_set_761593
770955660,0.21,14,false,"",0.0,,"",yes_direct,,TRUE,D002217,"<span class=""chemical"">carbachol</span>",D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",761593.0,6892185.0,6892185_D002217_D015878,6892185_4,bcv_easy_1060_sent_work_dev_set_761593
770955661,0.11,9,false,"",0.0,,"",yes_direct,,TRUE,D014640,"<span class=""chemical"">vancomycin</span>",D006311,"<span class=""disease"">ototoxicity</span>","Thrombophlebitis occurred only with infusion through peripheral cannulae; nephrotoxicity and <span class=""disease"">ototoxicity</span> were confined to patients receiving an aminoglycoside plus <span class=""chemical"">vancomycin</span>.",761593.0,3934126.0,3934126_D014640_D006311,3934126_5,bcv_easy_1144_sent_work_dev_set_761593
770955662,0.00,9,false,"",0.0,,"",yes_direct,,TRUE,D002752,"<span class=""chemical"">chlorthalidone</span>",D018879,"<span class=""disease"">ventricular ectopic beats</span>","Compared to amiloride treatment, the <span class=""chemical"">chlorthalidone</span> phase was associated with an increased frequency of <span class=""disease"">ventricular ectopic beats</span> (24-hour Holter monitoring) and a higher Lown grading, increased upslope and duration of the monophasic action potential, prolonged ventricular effective refractory period, and increased electrical instability during programmed ventricular stimulation.",761593.0,3732088.0,3732088_D002752_D018879,3732088_6,bcv_easy_23_sent_work_dev_set_761593
770955663,0.00,11,false,"",0.0,,"",yes_direct,,TRUE,D002927,"<span class=""chemical"">cimetidine</span>",D007172,"<span class=""disease"">impotence</span>","Sixty percent of the males developed breast changes or <span class=""disease"">impotence</span> while taking <span class=""chemical"">cimetidine</span> and in all cases these changes disappeared when <span class=""chemical"">cimetidine</span> was replaced by ranitidine.",761593.0,6150641.0,6150641_D002927_D007172,6150641_6,bcv_easy_326_sent_work_dev_set_761593
770955664,0.27,11,false,"",0.0,,"",yes_direct,,TRUE,D016685,"<span class=""chemical"">MMC</span>",D006333,"<span class=""disease"">cardiac failure</span>","One of the patients developed <span class=""disease"">cardiac failure</span> after 30 mg m-2 <span class=""chemical"">MMC</span> and only 150 mg m-2 doxorubicin.",761593.0,3137399.0,3137399_D016685_D006333,3137399_7,bcv_easy_1200_sent_work_dev_set_761593
770955665,0.00,11,false,"",0.0,,"",yes_direct,,TRUE,D009288,"<span class=""chemical"">naproxen</span>",D007681,"<span class=""disease"">Renal papillary necrosis</span>","<span class=""disease"">Renal papillary necrosis</span> due to <span class=""chemical"">naproxen</span>.",761593.0,6699841.0,6699841_D009288_D007681,6699841_0,bcv_easy_1244_sent_work_dev_set_761593
770955666,0.00,15,false,"",0.0,,"",yes_direct,,TRUE,C019248,"<span class=""chemical"">pamidronate</span>",D006996,"<span class=""disease"">hypocalcemia</span>","The 2 patients with the higher serum calcium concentrations received <span class=""chemical"">pamidronate</span> intravenously (60 and 30 mg, respectively), which caused severe <span class=""disease"">hypocalcemia</span>.",761593.0,16006300.0,16006300_C019248_D006996,16006300_6,bcv_easy_707_sent_work_dev_set_761593
770955667,0.00,13,false,"",0.0,,"",yes_direct,,TRUE,D000638,"<span class=""chemical"">amiodarone</span>",D056486,"<span class=""disease"">hepatic injury</span>","It is concluded that solid evidence exists of <span class=""disease"">hepatic injury</span> due to <span class=""chemical"">amiodarone</span> treatment, including steatosis, alterations resembling alcoholic hepatitis, cholestatic hepatitis and micronodular cirrhosis of the liver.",761593.0,3962737.0,3962737_D000638_D056486,3962737_4,bcv_easy_292_sent_work_dev_set_761593
770955668,0.23,13,false,"unfair correction, fix it",0.0769,,"",yes_direct,,TRUE,D009074,"<span class=""chemical"">MSH</span>",D004421,"<span class=""disease"">dystonia</span>","A <span class=""disease"">dystonia</span>-like syndrome after neuropeptide (<span class=""chemical"">MSH</span>/ACTH) stimulation of the rat locus ceruleus.",761593.0,2840807.0,2840807_D009074_D004421,2840807_0,bcv_easy_493_sent_work_dev_set_761593
770955669,0.38,16,false,echothiophate iodide caused a severe cholinergic syndrome which led to muscle weakness!! That is why my answer {{chemical_name}}-induced [other disease] causes {{disease_name}} is correct.,0.0625,,"",yes_direct,,TRUE,D004456,"<span class=""chemical"">echothiophate iodide</span>",D018908,"<span class=""disease"">muscle weakness</span>","A patient developed a severe cholinergic syndrome from the use of <span class=""chemical"">echothiophate iodide</span> ophthalmic drops, presented with profound <span class=""disease"">muscle weakness</span> and was initially given the diagnosis of myasthenia gravis.",761593.0,7650771.0,7650771_D004456_D018908,7650771_1,bcv_easy_1165_sent_work_dev_set_761593
770955670,0.00,10,false,"",0.0,,"",yes_direct,,TRUE,D002217,"<span class=""chemical"">carbachol</span>",D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",761593.0,6892185.0,6892185_D002217_D004830,6892185_4,bcv_easy_1056_sent_work_dev_set_761593
770955671,0.00,11,false,"",0.0,,"",yes_direct,,TRUE,D010068,"<span class=""chemical"">oxacillin</span>",D051437,"<span class=""disease"">renal failure</span>","A 67-year-old man who was treated with <span class=""chemical"">oxacillin</span> for one week because of Staphylococcus aureus bacteremia, developed <span class=""disease"">renal failure</span> and diffuse, symmetric, palpable purpuric lesions on his feet.",761593.0,11337188.0,11337188_D010068_D051437,11337188_1,bcv_easy_302_sent_work_dev_set_761593
770955672,0.07,14,false,"",0.0,,"",yes_direct,,TRUE,D013874,"<span class=""chemical"">thiopental</span>",D012133,"<span class=""disease"">respiratory paralysis</span>","GABA involvement in naloxone induced reversal of <span class=""disease"">respiratory paralysis</span> produced by <span class=""chemical"">thiopental</span>.",761593.0,2893236.0,2893236_D013874_D012133,2893236_0,bcv_easy_438_sent_work_dev_set_761593
770955673,0.00,7,false,"",0.0,,"",yes_direct,,TRUE,D008775,"<span class=""chemical"">methylprednisolone</span>",D001919,"<span class=""disease"">bradycardia</span>","We report a case of hypotension, <span class=""disease"">bradycardia</span>, and asystole after intravenous administration of high-dose <span class=""chemical"">methylprednisolone</span> in a 73-year-old patient who underwent electrocardiographic (ECG) monitoring throughout the episode.",761593.0,10074612.0,10074612_D008775_D001919,10074612_1,bcv_easy_1089_sent_work_dev_set_761593
770955674,0.27,11,false,"",0.0,,"",yes_direct,,TRUE,D011692,"<span class=""chemical"">PAN</span>",D034141,"<span class=""disease"">hypoalbuminemia</span>","After 7 days, <span class=""chemical"">PAN</span> treatment induced significant proteinuria, <span class=""disease"">hypoalbuminemia</span>, decreased urinary sodium excretion, and extensive ascites.",761593.0,15075188.0,15075188_D011692_D034141,15075188_5,bcv_easy_1094_sent_work_dev_set_761593
770955675,0.24,21,false,Doesn't say the chemical contributed to it!!!!!!!!!!,0.0476,,"",yes_direct,,TRUE,C017367,"<span class=""chemical"">carmofur</span>",D056784,"<span class=""disease"">leukoencephalopathy</span>","RESULTS: We identified 27 reports of toxic <span class=""disease"">leukoencephalopathy</span> in patients treated with methotrexate (intrathecal, systemic), 5-fluorouracil and its derivative <span class=""chemical"">carmofur</span>, and capecitabine.",761593.0,17682013.0,17682013_C017367_D056784,17682013_6,bcv_easy_782_sent_work_dev_set_761593
770955676,0.00,5,false,"",0.0,,"",yes_direct,,TRUE,D017693,"<span class=""chemical"">sodium bicarbonate</span>",D053040,"<span class=""disease"">nephrolithiasis</span>","One case of acute hypercalcaemia and two of recurrent <span class=""disease"">nephrolithiasis</span> are reported in patients who had regularly consumed large amounts of calcium carbon-ate-<span class=""chemical"">sodium bicarbonate</span> powders for more than 20 years.",761593.0,625456.0,625456_D017693_D053040,625456_1,bcv_easy_51_sent_work_dev_set_761593
770955677,0.00,12,false,"",0.0,,"",yes_direct,,TRUE,D005476,"<span class=""chemical"">fluphenazine</span>",D002375,"<span class=""disease"">catalepsy</span>","D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the <span class=""disease"">catalepsy</span> induced by <span class=""chemical"">fluphenazine</span>, SCH 23390 or sulpiride.",761593.0,1687392.0,1687392_D005476_D002375,1687392_8,bcv_easy_862_sent_work_dev_set_761593
770955678,0.00,14,false,"",0.0,,"",yes_direct,,TRUE,D005047,"<span class=""chemical"">etoposide</span>",D009203,"<span class=""disease"">myocardial infarction</span>","The occurrence of a <span class=""disease"">myocardial infarction</span> is reported after chemotherapy containing <span class=""chemical"">etoposide</span>, in a man with no risk factors for coronary heart disease.",761593.0,7619765.0,7619765_D005047_D009203,7619765_1,bcv_easy_554_sent_work_dev_set_761593
770955679,0.06,16,false,"",0.0,,"",yes_direct,,TRUE,D010068,"<span class=""chemical"">Oxacillin</span>",D018366,"<span class=""disease"">leucocytoclastic vasculitis</span>","<span class=""chemical"">Oxacillin</span> should be included among the drugs that can cause <span class=""disease"">leucocytoclastic vasculitis</span>.",761593.0,11337188.0,11337188_D010068_D018366,11337188_10,bcv_easy_305_sent_work_dev_set_761593
770955680,0.30,10,false,"",0.0,,"",yes_direct,,TRUE,D010396,"<span class=""chemical"">Penicillamine</span>",D005921,"<span class=""disease"">glomerulonephritis</span>","<span class=""chemical"">Penicillamine</span>-induced rapidly progressive <span class=""disease"">glomerulonephritis</span> in a patient with rheumatoid arthritis.",761593.0,8267029.0,8267029_D010396_D005921,8267029_0,bcv_easy_496_sent_work_dev_set_761593
770955681,0.00,9,false,"",0.0,,"",yes_direct,,TRUE,D016685,"<span class=""chemical"">Mitomycin C</span>",D006463,"<span class=""disease"">hemolytic uremic syndrome</span>","<span class=""chemical"">Mitomycin C</span> associated <span class=""disease"">hemolytic uremic syndrome</span>.",761593.0,3108839.0,3108839_D016685_D006463,3108839_0,bcv_easy_797_sent_work_dev_set_761593
770955682,0.00,9,false,"",0.0,,"",yes_direct,,TRUE,D002217,"<span class=""chemical"">carbachol</span>",D015878,"<span class=""disease"">mydriasis</span>","The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions produced by <span class=""chemical"">carbachol</span> and eserine injected similarly was investigated.",761593.0,6892185.0,6892185_D002217_D015878,6892185_1,bcv_easy_1042_sent_work_dev_set_761593
770955683,0.16,19,false,"",0.0,,"",yes_direct,,TRUE,D005473,"<span class=""chemical"">Fluoxetine</span>",D006966,"<span class=""disease"">hyperprolactinemia</span>","DESIGN: <span class=""chemical"">Fluoxetine</span>, a serotonin reuptake inhibitor, was given to Wistar Albino rats for 98 days to produce <span class=""disease"">hyperprolactinemia</span>.",761593.0,9098464.0,9098464_D005473_D006966,9098464_2,bcv_easy_1034_sent_work_dev_set_761593
770955684,0.60,10,false,.....but the accompanying bradycardia was greater in SHR with chronic prazosin treatment than without such treatment. Where is Abbott-53693 mentioned here? How do we know is Abbott -53693 prazosin or not. Please review.,0.1,,"",yes_direct,,TRUE,C056299,"<span class=""chemical"">Abbott-53693</span>",D001919,"<span class=""disease"">bradycardia</span>","On the other hand, the pressor effects of <span class=""chemical"">Abbott-53693</span> were similar in both groups of SHR, but the accompanying <span class=""disease"">bradycardia</span> was greater in SHR with chronic prazosin treatment than without such treatment.",761593.0,1355091.0,1355091_C056299_D001919,1355091_16,bcv_easy_1081_sent_work_dev_set_761593
770955685,0.00,7,false,"",0.0,,"",yes_direct,,TRUE,D001971,"<span class=""chemical"">bromocriptine</span>",D011605,"<span class=""disease"">psychosis</span>","Postpartum <span class=""disease"">psychosis</span> induced by <span class=""chemical"">bromocriptine</span>.",761593.0,3686155.0,3686155_D001971_D011605,3686155_0,bcv_easy_555_sent_work_dev_set_761593
770955686,0.07,15,false,"",0.0,,"",yes_direct,,TRUE,D004317,"<span class=""chemical"">doxorubicin</span>",D006333,"<span class=""disease"">cardiac failure</span>","One of the patients developed <span class=""disease"">cardiac failure</span> after 30 mg m-2 MMC and only 150 mg m-2 <span class=""chemical"">doxorubicin</span>.",761593.0,3137399.0,3137399_D004317_D006333,3137399_7,bcv_easy_1199_sent_work_dev_set_761593
770955687,0.12,17,false,"",0.0,,"",yes_direct,,TRUE,D008727,"<span class=""chemical"">methotrexate</span>",D056784,"<span class=""disease"">leukoencephalopathy</span>","RESULTS: We identified 27 reports of toxic <span class=""disease"">leukoencephalopathy</span> in patients treated with <span class=""chemical"">methotrexate</span> (intrathecal, systemic), 5-fluorouracil and its derivative carmofur, and capecitabine.",761593.0,17682013.0,17682013_D008727_D056784,17682013_6,bcv_easy_781_sent_work_dev_set_761593
770955688,0.00,10,false,"",0.0,,"",yes_direct,,TRUE,D013866,"<span class=""chemical"">6-thioguanine</span>",D006504,"<span class=""disease"">Hepatic veno-occlusive disease</span>","<span class=""disease"">Hepatic veno-occlusive disease</span> caused by <span class=""chemical"">6-thioguanine</span>.",761593.0,7053705.0,7053705_D013866_D006504,7053705_0,bcv_easy_1211_sent_work_dev_set_761593
770955689,0.00,14,false,"",0.0,,"",yes_direct,,TRUE,D015742,"<span class=""chemical"">propofol</span>",D010146,"<span class=""disease"">pain</span>","Remifentanil-related complications were assessed during the remifentanil infusion, and <span class=""disease"">pain</span> caused by <span class=""chemical"">propofol</span> was evaluated using a four-point scale during the <span class=""chemical"">propofol</span> infusion.",761593.0,18006530.0,18006530_D015742_D010146,18006530_6,bcv_easy_8_sent_work_dev_set_761593
770955690,0.11,9,false,"",0.0,,"",yes_direct,,TRUE,D007530,"<span class=""chemical"">isoflurane</span>",D002779|D056486,"<span class=""disease"">cholestatic hepatitis</span>","OBJECTIVE: To report a case of acute <span class=""disease"">cholestatic hepatitis</span> following exposure to the inhalational anesthetic <span class=""chemical"">isoflurane</span>.",761593.0,11847945.0,11847945_D007530_D002779|D056486,11847945_1,bcv_easy_116_sent_work_dev_set_761593
770955691,0.07,14,false,"",0.0,,"",yes_direct,,TRUE,D002217,"<span class=""chemical"">carbachol</span>",D014202,"<span class=""disease"">tremor</span>","On the other hand, mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions evoked by <span class=""chemical"">carbachol</span> and eserine were not significantly changed by calcium chloride.",761593.0,6892185.0,6892185_D002217_D014202,6892185_3,bcv_easy_1047_sent_work_dev_set_761593
770955692,0.25,12,false,"",0.0,,"",yes_direct,,TRUE,D017963,"<span class=""chemical"">azithromycin</span>",D006606,"<span class=""disease"">hiccups</span>","CASE SUMMARY: A 76-year-old man presented with persistent <span class=""disease"">hiccups</span> after beginning <span class=""chemical"">azithromycin</span> for the treatment of pharyngitis.",761593.0,15985056.0,15985056_D017963_D006606,15985056_2,bcv_easy_817_sent_work_dev_set_761593
770955693,0.17,18,false,"",0.0,,"",yes_direct,,TRUE,D015632,"<span class=""chemical"">MPTP</span>",D020734,"<span class=""disease"">parkinsonian</span>","A group of four monkeys was rendered <span class=""disease"">parkinsonian</span> with the toxin <span class=""chemical"">MPTP</span>.",761593.0,8106150.0,8106150_D015632_D020734,8106150_1,bcv_easy_1113_sent_work_dev_set_761593
770955694,0.00,8,false,"",0.0,,"",yes_direct,,TRUE,D002217,"<span class=""chemical"">carbachol</span>",D015878,"<span class=""disease"">mydriasis</span>","On the other hand, <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions evoked by <span class=""chemical"">carbachol</span> and eserine were not significantly changed by calcium chloride.",761593.0,6892185.0,6892185_D002217_D015878,6892185_3,bcv_easy_1052_sent_work_dev_set_761593
770955695,0.19,16,false,"''Associated with Oral Contraceptives'', therefore it could also be Oral Contraceptive-induced.",0.0625,,"",yes_direct,,TRUE,D003276,"<span class=""chemical"">Oral Contraceptives</span>",D008113,"<span class=""disease"">Liver Tumors</span>","The Registry for <span class=""disease"">Liver Tumors</span> Associated with <span class=""chemical"">Oral Contraceptives</span> at the University of California, Irvine, has clearly identified 27 cases.",761593.0,188339.0,188339_D003276_D008113,188339_2,bcv_easy_424_sent_work_dev_set_761593
770955696,0.08,12,false,"",0.0,,"",yes_direct,,TRUE,D004298,"<span class=""chemical"">dopamine</span>",D002389,"<span class=""disease"">catatonia</span>","In the pinealectomized chick, pretreatment with <span class=""chemical"">dopamine</span> increased the duration of <span class=""disease"">catatonia</span> (DOC) after ketamine, but pretreatment with norepinephrine did not.",761593.0,6540303.0,6540303_D004298_D002389,6540303_2,bcv_easy_485_sent_work_dev_set_761593
770955697,0.14,14,false,"",0.0,,"",yes_direct,,TRUE,D005472,"<span class=""chemical"">5-FU/5-fluorouracil</span>",D002637,"<span class=""disease"">chest pain</span>","We report a case of a patient with colon carcinoma and liver metastasis who presented <span class=""disease"">chest pain</span> after <span class=""chemical"">5-fluorouracil</span> (<span class=""chemical"">5-FU</span>) administration.",761593.0,3952818.0,3952818_D005472_D002637,3952818_1,bcv_easy_997_sent_work_dev_set_761593
770955698,0.17,6,false,"",0.0,,"",yes_direct,,TRUE,D014635,"<span class=""chemical"">VPA</span>",D007177,"<span class=""disease"">SIADH</span>","We consider this episode of <span class=""disease"">SIADH</span> to be the result of a combination of factors including a weakness of the central nervous system and the long-term administration of <span class=""chemical"">VPA</span>.",761593.0,11195262.0,11195262_D014635_D007177,11195262_4,bcv_easy_162_sent_work_dev_set_761593
770955699,0.00,10,false,"",0.0,,"",yes_direct,,TRUE,D013629,"<span class=""chemical"">tamoxifen</span>",D015228,"<span class=""disease"">hypertriglyceridaemia</span>","Compared with the placebo group, there was a significantly increased risk of vascular events and <span class=""disease"">hypertriglyceridaemia</span> among women on <span class=""chemical"">tamoxifen</span>.",761593.0,9672273.0,9672273_D013629_D015228,9672273_14,bcv_easy_313_sent_work_dev_set_761593
770955700,0.33,12,false,"",0.0,,"",yes_direct,,TRUE,D008012,"<span class=""chemical"">lidocaine</span>",D012640,"<span class=""disease"">seizures</span>","Chronic oral CBZ inhibited the development of both <span class=""chemical"">lidocaine</span>- and cocaine-induced <span class=""disease"">seizures</span>, but had little effect on the fully developed local anesthetic <span class=""disease"">seizures</span>.",761593.0,2790457.0,2790457_D008012_D012640,2790457_2,bcv_easy_685_sent_work_dev_set_761593
770955701,0.38,13,false,"IT DOES NOT EXPLICITLY STATE IT, PLEASE REVIEW",0.0769,,"",yes_direct,,TRUE,D008094,"<span class=""chemical"">Lithium</span>",D011141,"<span class=""disease"">polyuria</span>","<span class=""chemical"">Lithium</span> induced nephrogenic diabetes insipidus is considered to be reversible on cessation of therapy but <span class=""disease"">polyuria</span> persisted in this patient for ten years after <span class=""chemical"">lithium</span> was stopped.",761593.0,9226773.0,9226773_D008094_D011141,9226773_4,bcv_easy_200_sent_work_dev_set_761593
770955702,0.32,22,false,IT says it induced it!!!!,0.0455,,"",yes_direct,,TRUE,D009543,"<span class=""chemical"">nifedipine</span>",D013684,"<span class=""disease"">telangiectasia</span>","Photodistributed <span class=""chemical"">nifedipine</span>-induced facial <span class=""disease"">telangiectasia</span>.",761593.0,8251368.0,8251368_D009543_D013684,8251368_0,bcv_easy_452_sent_work_dev_set_761593
770955703,0.23,13,false,"",0.0,,"",yes_direct,,TRUE,D004656,"<span class=""chemical"">enalapril</span>",D051437,"<span class=""disease"">decreased renal function</span>","Diuretic therapy was likewise associated with a greater risk of <span class=""disease"">decreased renal function</span> in the <span class=""chemical"">enalapril</span> group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66).",761593.0,10539815.0,10539815_D004656_D051437,10539815_11,bcv_easy_767_sent_work_dev_set_761593
770955704,0.00,11,false,"",0.0,,"",yes_direct,,TRUE,D016861,"<span class=""chemical"">cyclooxygenase inhibitors</span>",D020521,"<span class=""disease"">stroke</span>","Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, <span class=""disease"">stroke</span>, hypertension and heart failure during treatment with <span class=""chemical"">cyclooxygenase inhibitors</span>.",761593.0,16586083.0,16586083_D016861_D020521,16586083_1,bcv_easy_1147_sent_work_dev_set_761593
770955705,0.15,13,false,"",0.0,,"",yes_direct,,TRUE,D005996,"<span class=""chemical"">Glyceryl trinitrate</span>",D020326,"<span class=""disease"">migraine without aura</span>","<span class=""chemical"">Glyceryl trinitrate</span> induces attacks of <span class=""disease"">migraine without aura</span> in sufferers of migraine with aura.",761593.0,10524660.0,10524660_D005996_D020326,10524660_0,bcv_easy_601_sent_work_dev_set_761593
770955706,0.00,10,false,"",0.0,,"",yes_direct,,TRUE,D014282,"<span class=""chemical"">trihexyphenidyl hydrochloride</span>",D001919,"<span class=""disease"">Bradycardia</span>","<span class=""disease"">Bradycardia</span> due to <span class=""chemical"">trihexyphenidyl hydrochloride</span>.",761593.0,3769769.0,3769769_D014282_D001919,3769769_0,bcv_easy_250_sent_work_dev_set_761593
770955707,0.07,15,false,"",0.0,,"",yes_direct,,TRUE,D016685,"<span class=""chemical"">mitomycin C</span>",D051437,"<span class=""disease"">renal failure</span>","It consists of microangiopathic hemolytic anemia, thrombocytopenia and progressive <span class=""disease"">renal failure</span> associated with <span class=""chemical"">mitomycin C</span> treatment and affects about 10% of patients treated with this agent.",761593.0,3108839.0,3108839_D016685_D051437,3108839_2,bcv_easy_800_sent_work_dev_set_761593
770955708,0.40,20,false,"",0.0,,"",yes_direct,,TRUE,D011441,"<span class=""chemical"">PTU</span>",D014657,"<span class=""disease"">vasculitis</span>","<span class=""chemical"">PTU</span>-associated <span class=""disease"">vasculitis</span> in a girl with Turner Syndrome and Graves' disease.",761593.0,16418614.0,16418614_D011441_D014657,16418614_0,bcv_easy_93_sent_work_dev_set_761593
770955709,0.00,5,false,"",0.0,,"",yes_direct,,TRUE,D000638,"<span class=""chemical"">amiodarone</span>",D002779|D056486,"<span class=""disease"">cholestatic hepatitis</span>","It is concluded that solid evidence exists of hepatic injury due to <span class=""chemical"">amiodarone</span> treatment, including steatosis, alterations resembling alcoholic hepatitis, <span class=""disease"">cholestatic hepatitis</span> and micronodular cirrhosis of the liver.",761593.0,3962737.0,3962737_D000638_D002779|D056486,3962737_4,bcv_easy_293_sent_work_dev_set_761593
770955710,0.31,16,false,"",0.0,,"",yes_direct,,TRUE,D004317,"<span class=""chemical"">ADR</span>",D028361,"<span class=""disease"">mitochondrial structural and functional impairment</span>","Knowing that heart mitochondria represent almost 40% of heart muscle by weight, we conclude that the deteriorating effects of <span class=""chemical"">ADR</span> on cardiovascular function involve <span class=""disease"">mitochondrial structural and functional impairment</span>.",761593.0,9952311.0,9952311_D004317_D028361,9952311_8,bcv_easy_796_sent_work_dev_set_761593
770955711,0.00,12,false,"",0.0,,"",yes_direct,,TRUE,D007069,"<span class=""chemical"">ifosfamide</span>",D001002,"<span class=""disease"">anuria</span>","We strongly suspect that this lethal <span class=""disease"">anuria</span> was mainly due to <span class=""chemical"">ifosfamide</span>, occurring in a patient having received previous cisplatin chemotherapy and with poor kidney perfusion due to transient hypotension.",761593.0,2320800.0,2320800_D007069_D001002,2320800_6,bcv_easy_411_sent_work_dev_set_761593
