_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,ask_question_here,comment_box,verify_relationship,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
778102432,8/26/2015 05:09:43,false,1721346779,,8/26/2015 05:06:59,false,gifthunterclub,0.9474,21110164,CHL,12,Santiago,186.79.35.51,,,no_relation,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D015878,6892185_4,bcv_devset_test_100_easy_207,,
778102433,8/26/2015 05:21:10,false,1721351609,,8/26/2015 05:20:39,false,neodev,0.9605,29847126,VEN,25,Caracas,190.94.235.191,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D015878,6892185_4,bcv_devset_test_100_easy_208,,
778102433,8/26/2015 05:21:22,false,1721351753,,8/26/2015 05:20:38,false,neodev,0.8286,33292218,VEN,"","",190.199.97.165,,,no_relation,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D015878,6892185_4,bcv_devset_test_100_easy_208,,
778102433,8/26/2015 05:22:45,false,1721352484,,8/26/2015 05:21:05,false,neodev,0.75,29150840,PHL,"","",121.54.54.224,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D015878,6892185_4,bcv_devset_test_100_easy_208,,
778102433,8/26/2015 05:23:06,false,1721352718,,8/26/2015 05:21:22,false,neodev,0.9545,32664120,VEN,25,Caracas,190.72.148.117,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D015878,6892185_4,bcv_devset_test_100_easy_208,,
778102433,8/26/2015 05:24:47,false,1721353655,,8/26/2015 05:21:04,false,gifthunterclub,0.9474,21110164,CHL,12,Santiago,186.79.35.51,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D015878,6892185_4,bcv_devset_test_100_easy_208,,
778102434,8/26/2015 04:44:50,false,1721336905,,8/26/2015 04:43:46,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D004830,6892185_4,bcv_devset_test_100_easy_209,,
778102434,8/26/2015 04:45:16,false,1721337044,,8/26/2015 04:44:22,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D004830,6892185_4,bcv_devset_test_100_easy_209,,
778102434,8/26/2015 04:45:30,false,1721337130,,8/26/2015 04:44:21,false,clixsense,0.8837,13919775,IDN,30,Tangerang,180.250.88.122,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D004830,6892185_4,bcv_devset_test_100_easy_209,,
778102434,8/26/2015 04:46:45,false,1721337674,,8/26/2015 04:44:10,false,neodev,0.9444,28584099,VEN,07,Valencia,190.142.26.39,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D004830,6892185_4,bcv_devset_test_100_easy_209,,
778102434,8/26/2015 04:53:44,false,1721340478,,8/26/2015 04:44:22,false,neodev,1.0,27555842,ARG,"","",181.10.47.77,,carbachol was the cause,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D004830,6892185_4,bcv_devset_test_100_easy_209,,
778102435,8/26/2015 04:59:10,false,1721342554,,8/26/2015 04:58:03,false,clixsense,0.8837,13919775,IDN,30,Tangerang,180.250.88.122,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102435,8/26/2015 04:59:16,false,1721342610,,8/26/2015 04:57:51,false,clixsense,1.0,31304413,CAN,BC,Kelowna,66.183.36.177,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102435,8/26/2015 04:59:19,false,1721342640,,8/26/2015 04:58:12,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102435,8/26/2015 04:59:44,false,1721342758,,8/26/2015 04:58:05,false,neodev,0.9444,28584099,VEN,07,Valencia,190.142.26.39,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102435,8/26/2015 05:00:36,false,1721343037,,8/26/2015 04:58:05,true,clixsense,0.8333,33307915,MEX,09,Mexico,187.189.209.223,,,no_relation,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102435,8/26/2015 05:05:58,false,1721345142,,8/26/2015 05:04:22,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D014202,6892185_4,bcv_devset_test_100_easy_210,,
778102436,8/26/2015 05:40:03,false,1721366404,,8/26/2015 05:39:00,false,clixsense,0.8837,13919775,IDN,30,Tangerang,180.250.88.122,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D004830,6892185_4,bcv_devset_test_100_easy_211,,
778102436,8/26/2015 05:40:12,false,1721366551,,8/26/2015 05:39:10,false,clixsense,0.9286,17209680,DEU,"","",91.1.120.128,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D004830,6892185_4,bcv_devset_test_100_easy_211,,
778102436,8/26/2015 05:41:54,false,1721367914,,8/26/2015 05:39:02,false,clixsense,0.9,31372011,HRV,21,Zagreb,89.164.230.129,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D004830,6892185_4,bcv_devset_test_100_easy_211,,
778102436,8/26/2015 05:43:35,false,1721369146,,8/26/2015 05:39:02,false,neodev,0.8824,30057720,IND,24,Banswara,117.253.74.35,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D004830,6892185_4,bcv_devset_test_100_easy_211,,
778102436,8/26/2015 06:13:40,false,1721399038,,8/26/2015 06:09:10,false,elite,0.8077,34195998,IND,16,Mumbai,183.87.33.231,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D004830,6892185_4,bcv_devset_test_100_easy_211,,
778102437,8/26/2015 05:02:35,false,1721343924,,8/26/2015 05:01:52,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D015878,6892185_4,bcv_devset_test_100_easy_212,,
778102437,8/26/2015 05:04:11,false,1721344506,,8/26/2015 05:02:58,false,elite,0.8077,34195998,IND,16,Mumbai,183.87.33.231,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D015878,6892185_4,bcv_devset_test_100_easy_212,,
778102437,8/26/2015 05:04:41,false,1721344688,,8/26/2015 05:02:31,false,neodev,0.9444,28584099,VEN,07,Valencia,190.142.26.39,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D015878,6892185_4,bcv_devset_test_100_easy_212,,
778102437,8/26/2015 05:07:36,false,1721345808,,8/26/2015 05:02:46,false,elite,0.7778,33924850,IND,16,Panvel,111.119.197.21,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D015878,6892185_4,bcv_devset_test_100_easy_212,,
778102437,8/26/2015 05:09:05,false,1721346479,,8/26/2015 05:02:57,false,neodev,0.8125,32541786,IND,07,New Delhi,122.160.9.84,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D015878,"<span class=""disease"">mydriasis</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D015878,6892185_4,bcv_devset_test_100_easy_212,,
778102438,8/26/2015 04:40:26,false,1721335386,,8/26/2015 04:39:34,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102438,8/26/2015 04:40:34,false,1721335434,,8/26/2015 04:39:47,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102438,8/26/2015 04:41:13,false,1721335600,,8/26/2015 04:40:08,false,neodev,0.9545,32664120,VEN,25,Caracas,190.72.148.117,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102438,8/26/2015 04:42:45,false,1721336116,,8/26/2015 04:40:04,true,neodev,0.6364,27165514,PHL,"","",121.54.54.227,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102438,8/26/2015 04:44:20,false,1721336681,,8/26/2015 04:40:01,false,neodev,1.0,27555842,ARG,05,Cordoba,186.124.184.144,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102438,8/26/2015 05:06:29,false,1721345371,,8/26/2015 04:50:43,false,neodev,0.8667,12337397,IDN,07,Semarang,222.124.21.42,,,yes_direct,,MESH:D002217,"<span class=""chemical"">carbachol</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by <span class=""chemical"">carbachol</span> and eserine.",,6892185.0,6892185_MESH:D002217_MESH:D014202,6892185_4,bcv_devset_test_100_easy_213,,
778102439,8/26/2015 05:23:35,false,1721352965,,8/26/2015 05:22:34,false,neodev,0.8286,33292218,VEN,"","",190.199.97.165,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D004830,6892185_4,bcv_devset_test_100_easy_214,,
778102439,8/26/2015 05:23:56,false,1721353205,,8/26/2015 05:22:37,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D004830,6892185_4,bcv_devset_test_100_easy_214,,
778102439,8/26/2015 05:24:42,false,1721353612,,8/26/2015 05:22:50,false,neodev,0.9643,32632027,MEX,11,Irapuato,187.205.242.154,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D004830,6892185_4,bcv_devset_test_100_easy_214,,
778102439,8/26/2015 05:24:55,false,1721353724,,8/26/2015 05:22:49,false,neodev,0.75,29150840,PHL,"","",121.54.54.225,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D004830,6892185_4,bcv_devset_test_100_easy_214,,
778102439,8/26/2015 05:26:30,false,1721354683,,8/26/2015 05:23:02,false,clixsense,0.8333,33843060,COL,34,Bogotá,186.145.72.235,,,yes_direct,,MESH:D010830,"<span class=""chemical"">eserine</span>",MESH:D004830,"<span class=""disease"">clonic-tonic convulsions</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> caused by carbachol and <span class=""chemical"">eserine</span>.",,6892185.0,6892185_MESH:D010830_MESH:D004830,6892185_4,bcv_devset_test_100_easy_214,,
778102440,8/26/2015 05:14:49,false,1721349017,,8/26/2015 05:14:19,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,yes_direct,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D014202,6892185_4,bcv_devset_test_100_easy_215,,
778102440,8/26/2015 05:15:28,false,1721349278,,8/26/2015 05:14:34,false,clixsense,0.8313,32261430,PHL,D9,Makati,222.127.255.18,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D014202,6892185_4,bcv_devset_test_100_easy_215,,
778102440,8/26/2015 05:22:02,false,1721352082,,8/26/2015 05:14:47,false,neodev,0.8824,30057720,IND,24,Banswara,117.253.74.35,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D014202,6892185_4,bcv_devset_test_100_easy_215,,
778102440,8/26/2015 05:26:35,false,1721354751,,8/26/2015 05:19:38,false,clixsense,0.9524,31576730,IDN,30,Bandung,118.97.184.205,,,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D014202,6892185_4,bcv_devset_test_100_easy_215,,
778102440,8/26/2015 05:34:24,false,1721361703,,8/26/2015 05:14:43,false,neodev,1.0,27555842,ARG,"","",181.10.47.77,,caused by carbachol,no_relation,,MESH:D002122,"<span class=""chemical"">calcium chloride</span>",MESH:D014202,"<span class=""disease"">tremor</span>","It is apparent that <span class=""chemical"">calcium chloride</span> can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis, <span class=""disease"">tremor</span> and clonic-tonic convulsions caused by carbachol and eserine.",,6892185.0,6892185_MESH:D002122_MESH:D014202,6892185_4,bcv_devset_test_100_easy_215,,
778102441,8/26/2015 05:10:13,false,1721346976,,8/26/2015 05:09:44,false,neodev,0.8689,27597779,CAN,AB,Calgary,68.146.86.137,,,yes_direct,,MESH:D012110,"<span class=""chemical"">Reserpine</span>",MESH:D004409,"<span class=""disease"">tardive dyskinesia/orofacial dyskinesia</span>","<span class=""chemical"">Reserpine</span> (1 mg/kg), administered once every other day for 4 days, produced increases in <span class=""disease"">orofacial dyskinesia</span>, tongue protrusion and vacuous chewing in mice, which are signs indicative of <span class=""disease"">tardive dyskinesia</span>.",,11999899.0,11999899_MESH:D012110_MESH:D004409,11999899_3,bcv_devset_test_100_easy_216,,
778102441,8/26/2015 05:10:50,false,1721347199,,8/26/2015 05:10:13,true,neodev,0.6875,20419747,VNM,20,Ho Chi Minh City,1.52.188.53,,,yes_direct,,MESH:D012110,"<span class=""chemical"">Reserpine</span>",MESH:D004409,"<span class=""disease"">tardive dyskinesia/orofacial dyskinesia</span>","<span class=""chemical"">Reserpine</span> (1 mg/kg), administered once every other day for 4 days, produced increases in <span class=""disease"">orofacial dyskinesia</span>, tongue protrusion and vacuous chewing in mice, which are signs indicative of <span class=""disease"">tardive dyskinesia</span>.",,11999899.0,11999899_MESH:D012110_MESH:D004409,11999899_3,bcv_devset_test_100_easy_216,,
778102441,8/26/2015 05:10:53,false,1721347250,,8/26/2015 05:09:58,false,neodev,0.8824,33090859,SRB,"","",93.87.24.129,,,yes_direct,,MESH:D012110,"<span class=""chemical"">Reserpine</span>",MESH:D004409,"<span class=""disease"">tardive dyskinesia/orofacial dyskinesia</span>","<span class=""chemical"">Reserpine</span> (1 mg/kg), administered once every other day for 4 days, produced increases in <span class=""disease"">orofacial dyskinesia</span>, tongue protrusion and vacuous chewing in mice, which are signs indicative of <span class=""disease"">tardive dyskinesia</span>.",,11999899.0,11999899_MESH:D012110_MESH:D004409,11999899_3,bcv_devset_test_100_easy_216,,
778102441,8/26/2015 05:11:27,false,1721347489,,8/26/2015 05:10:13,false,clixsense,0.8837,13919775,IDN,30,Tangerang,180.250.88.122,,,yes_direct,,MESH:D012110,"<span class=""chemical"">Reserpine</span>",MESH:D004409,"<span class=""disease"">tardive dyskinesia/orofacial dyskinesia</span>","<span class=""chemical"">Reserpine</span> (1 mg/kg), administered once every other day for 4 days, produced increases in <span class=""disease"">orofacial dyskinesia</span>, tongue protrusion and vacuous chewing in mice, which are signs indicative of <span class=""disease"">tardive dyskinesia</span>.",,11999899.0,11999899_MESH:D012110_MESH:D004409,11999899_3,bcv_devset_test_100_easy_216,,
