choice_0_ids	choice_0_label	choice_1_ids	choice_1_label	choice_2_ids	choice_2_label	choice_3_ids	choice_3_label	choice_4_ids	choice_4_label	form_abstract	form_title	pmid	uniq_id
D005200_induces_D063646	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D005200_induces_D001749	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D005200_induces_D013274	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D001241_induces_D063646	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D001241_induces_D001749	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	"The co-administration of <span class=""chemical"">[chemical B]</span> with <span class=""chemical"">[chemical A]</span> (<span class=""chemical"">[chemical A]</span>) to rats resulted in a reduced incidence of <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease Q]</span> but a concomitant induction of <span class=""disease"">[disease R]</span>. An autoradiographic study was performed on male F-344 rats fed diet containing <span class=""chemical"">[chemical A]</span> at a level of 0.2% and/or <span class=""chemical"">[chemical B]</span> at a level of 0.5% to evaluate the effect of <span class=""chemical"">[chemical B]</span> on the increased cell proliferation induced by <span class=""chemical"">[chemical A]</span> in the forestomach and bladder. <span class=""chemical"">[chemical A]</span>-induced cell proliferation in the bladder was significantly suppressed by <span class=""chemical"">[chemical B]</span> co-administration after 4 weeks but not after 12 weeks. In the forestomach, and also in the liver, <span class=""chemical"">[chemical B]</span> did not affect the <span class=""chemical"">[chemical A]</span>-induced increase in labeling index. The present results are consistent with the carcinogenicity experiment suggesting that different mechanisms are involved in <span class=""chemical"">[chemical A]</span> <span class=""disease"">[disease P]</span> in the bladder and forestomach, and that <span class=""chemical"">[chemical B]</span>'s effect on <span class=""chemical"">[chemical A]</span> in the forestomach is not due to an irritant effect associated with increased cell proliferation. Also, there appears to be an adaptation by the rats to the chronic ingestion of <span class=""chemical"">[chemical B]</span>."	"Effect of <span class=""chemical"">[chemical B]</span> on <span class=""chemical"">[chemical A]</span>-induced epithelial proliferation in the urinary bladder and forestomach of the rat."	6692345	bcv_id_40
D001241_induces_D013274	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"The co-administration of <span class=""chemical"">[chemical B]</span> with N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide (FANFT) to rats resulted in a reduced incidence of FANFT-induced bladder carcinomas but a concomitant induction of <span class=""disease"">[disease R]</span>. An autoradiographic study was performed on male F-344 rats fed diet containing FANFT at a level of 0.2% and/or <span class=""chemical"">[chemical B]</span> at a level of 0.5% to evaluate the effect of <span class=""chemical"">[chemical B]</span> on the increased cell proliferation induced by FANFT in the forestomach and bladder. FANFT-induced cell proliferation in the bladder was significantly suppressed by <span class=""chemical"">[chemical B]</span> co-administration after 4 weeks but not after 12 weeks. In the forestomach, and also in the liver, <span class=""chemical"">[chemical B]</span> did not affect the FANFT-induced increase in labeling index. The present results are consistent with the carcinogenicity experiment suggesting that different mechanisms are involved in FANFT carcinogenesis in the bladder and forestomach, and that <span class=""chemical"">[chemical B]</span>'s effect on FANFT in the forestomach is not due to an irritant effect associated with increased cell proliferation. Also, there appears to be an adaptation by the rats to the chronic ingestion of <span class=""chemical"">[chemical B]</span>."	"Effect of <span class=""chemical"">[chemical B]</span> on N-[4-(5-nitro-2-furyl)-2-thiazolyl]-formamide-induced epithelial proliferation in the urinary bladder and forestomach of the rat."	6692345	bcv_id_41
D003000_induces_D001145	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D003000_induces_D002318	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D003000_induces_D006333	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D003000_induces_D003327	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D003000_induces_D001919	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease T]</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of <span class=""disease"">[disease Q]</span>, including <span class=""disease"">[disease P]</span>, <span class=""disease"">[disease S]</span>, and chronic <span class=""disease"">[disease R]</span>. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug <span class=""chemical"">[chemical A]</span>; however, other target proteins have been postulated to contribute to the in vivo actions of <span class=""chemical"">[chemical A]</span>. </p><p>METHODS AND RESULTS: To test whether <span class=""chemical"">[chemical A]</span> elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of <span class=""chemical"">[chemical A]</span>; however, <span class=""chemical"">[chemical A]</span> significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease T]</span> in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of <span class=""chemical"">[chemical A]</span> was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. <span class=""chemical"">[chemical A]</span> inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), <span class=""chemical"">[chemical A]</span> reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of <span class=""chemical"">[chemical A]</span> gene-targeted mice in vivo, and thus, <span class=""chemical"">[chemical A]</span>-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by <span class=""chemical"">[chemical A]</span>."	17261653	bcv_id_42
D009712_induces_D001145	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D009712_induces_D002318	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D009712_induces_D006333	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D009712_induces_D003327	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D009712_induces_D001919	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease T]</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of <span class=""disease"">[disease Q]</span>, including <span class=""disease"">[disease P]</span>, <span class=""disease"">[disease S]</span>, and chronic <span class=""disease"">[disease R]</span>. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced <span class=""disease"">[disease T]</span> in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">[chemical B]</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">[chemical B]</span>-gated pacemaker channels by clonidine."	17261653	bcv_id_43
D020123_induces_D005921	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D020123_induces_D051436	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D020123_induces_D011507	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Massive urinary protein excretion has been observed after conversion from calcineurin inhibitors to mammalian target of <span class=""chemical"">[chemical A]</span> (mToR) inhibitors, especially <span class=""chemical"">[chemical A]</span>, in renal transplant recipients with <span class=""disease"">[disease Q]</span>. Because <span class=""disease"">[disease R]</span> is a major predictive factor of poor transplantation outcome, many studies focused on this adverse event during the past years. Whether <span class=""disease"">[disease R]</span> was due to <span class=""chemical"">[chemical A]</span> or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range <span class=""disease"">[disease R]</span> has been observed during <span class=""chemical"">[chemical A]</span> therapy in islet transplantation and in patients who received <span class=""chemical"">[chemical A]</span> de novo. Podocyte injury and focal segmental <span class=""disease"">[disease P]</span> have been related to mToR inhibition in some patients, but the pathways underlying these lesions remain hypothetic. We discuss herein the possible mechanisms and the significance of mToR blockade-induced <span class=""disease"">[disease R]</span>."	"mToR inhibitors-induced <span class=""disease"">[disease R]</span>: mechanisms, significance, and management."	18631865	bcv_id_44
D005839_induces_D009846|D051437	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D005839_induces_D007683	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D005839_induces_D007674	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D005839_induces_D051437	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D002512_induces_D009846|D051437	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"Two patients developed <span class=""disease"">[disease Q]</span>, characterized clinically by acute <span class=""disease"">[disease P]</span>, while they were receiving a combination of <span class=""chemical"">[chemical B]</span> and <span class=""chemical"">[chemical A]</span> therapy. Patients who are given this drug regimen should be observed very carefully for early signs of <span class=""disease"">[disease R]</span>. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with <span class=""disease"">[disease S]</span> should not be given this regimen."	"<span class=""disease"">[disease R]</span> of combined <span class=""chemical"">[chemical B]</span>-<span class=""chemical"">[chemical A]</span> regimen."	1130930	bcv_id_45
D002512_induces_D007683	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D002512_induces_D007674	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D002512_induces_D051437	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"Two patients developed <span class=""disease"">[disease Q]</span>, characterized clinically by acute oliguric renal failure, while they were receiving a combination of <span class=""chemical"">[chemical B]</span> and gentamicin sulfate therapy. Patients who are given this drug regimen should be observed very carefully for early signs of <span class=""disease"">[disease R]</span>. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with <span class=""disease"">[disease S]</span> should not be given this regimen."	"<span class=""disease"">[disease R]</span> of combined <span class=""chemical"">[chemical B]</span>-gentamicin regimen."	1130930	bcv_id_46
D009553_induces_D002544	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D009553_induces_D003643	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D009553_induces_D007022	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D009553_induces_D020521	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	"<p>BACKGROUND AND PURPOSE: The Intravenous <span class=""chemical"">[chemical A]</span> West European <span class=""disease"">[disease S]</span> Trial (INWEST) found a correlation between <span class=""chemical"">[chemical A]</span>-induced <span class=""disease"">[disease R]</span> (BP) and an unfavorable outcome in <span class=""disease"">[disease S]</span>. We sought to confirm this correlation with and without adjustment for prognostic variables and to investigate outcome in subgroups with increasing levels of <span class=""disease"">[disease R]</span>. </p><p>METHODS: Patients with a clinical diagnosis of <span class=""disease"">[disease P]</span> (within 24 hours) were consecutively allocated to receive placebo (n=100), 1 mg/h (low-dose) <span class=""chemical"">[chemical A]</span> (n=101), or 2 mg/h (high-dose) <span class=""chemical"">[chemical A]</span> (n=94). The correlation between average BP change during the first 2 days and the outcome at day 21 was analyzed. </p><p>RESULTS: Two hundred sixty-five patients were included in this analysis (n=92, 93, and 80 for placebo, low dose, and high dose, respectively). <span class=""chemical"">[chemical A]</span> treatment resulted in a statistically significant <span class=""disease"">[disease R]</span> (SBP) and diastolic BP (DBP) from baseline compared with placebo during the first few days. In multivariate analysis, a significant correlation between <span class=""disease"">[disease R]</span> and worsening of the neurological score was found for the high-dose group (beta=0.49, P=0. 048). Patients with a <span class=""disease"">[disease R]</span> of > or =20% in the high-dose group had a significantly increased adjusted OR for the compound outcome variable <span class=""disease"">[disease Q]</span> or dependency (Barthel Index <60) (n/N=25/26, OR 10. 16, 95% CI 1.02 to 101.74) and <span class=""disease"">[disease Q]</span> alone (n/N=9/26, OR 4.336, 95% CI 1.131 16.619) compared with all placebo patients (n/N=62/92 and 14/92, respectively). There was no correlation between SBP change and outcome. </p><p>CONCLUSIONS: DBP, but not SBP, reduction was associated with neurological worsening after the intravenous administration of high-dose <span class=""chemical"">[chemical A]</span> after <span class=""disease"">[disease S]</span>. For low-dose <span class=""chemical"">[chemical A]</span>, the results were not conclusive. These results do not confirm or exclude a neuroprotective property of <span class=""chemical"">[chemical A]</span>.</p>"	"Effect of intravenous <span class=""chemical"">[chemical A]</span> on blood pressure and outcome after <span class=""disease"">[disease S]</span>."	10835440	bcv_id_47
D017963_induces_D009395	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D017963_induces_D007674	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"A 14-year-old girl is reported with recurrent, <span class=""chemical"">[chemical A]</span>-induced, acute <span class=""disease"">[disease P]</span>. The second episode was more severe than the first; and although both were treated with intensive corticosteroid therapy, renal function remained impaired. Although most cases of antibiotic induced acute <span class=""disease"">[disease P]</span> are benign and self-limited, some patients are at risk for permanent <span class=""disease"">[disease Q]</span>."	"Recurrent acute <span class=""disease"">[disease P]</span> induced by <span class=""chemical"">[chemical A]</span>."	15602202	bcv_id_48
D020849_induces_D000568	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	D020849_induces_D010024	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D020849_induces_D054556	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D020849_induces_D001851	"<span class=""chemical"">[chemical A]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	D002118_induces_D000568	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease P]</span>"	"<p>BACKGROUND: Markers of fibrinolysis, thrombin-activatable fibrinolysis inhibitor (TAFI), tissue-type plasminogen activator (tPA), and plasminogen activator inhibitor-1 (PAI-1) levels were studied for the evaluation of short-term effects of <span class=""chemical"">[chemical A]</span> administration in postmenopausal women. </p><p>METHODS: Thirty-nine postmenopausal women with <span class=""disease"">[disease S]</span> or <span class=""disease"">[disease Q]</span> were included in this prospective, controlled clinical study. Twenty-five women were given <span class=""chemical"">[chemical A]</span> (60 mg/day) plus <span class=""chemical"">[chemical B]</span> (500 mg/day). Age-matched controls (n = 14) were given only <span class=""chemical"">[chemical B]</span>. Plasma TAFI, tPA, and PAI-1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits. Variations of individuals were assessed by Wilcoxon's test. Relationship between those markers and demographic characteristics were investigated. </p><p>RESULTS: Three months of <span class=""chemical"">[chemical A]</span> treatment was associated with a significant decrease in the plasma TAFI antigen concentrations (16% change, P < 0.01), and a significant increase in tPA antigen concentrations (25% change, P < 0.05). A significant correlation was found between baseline TAFI antigen concentrations and the duration of <span class=""disease"">[disease P]</span> (P < 0.05; r = 0.33). </p><p>CONCLUSION: We suggest that the increased risk of <span class=""disease"">[disease R]</span> due to <span class=""chemical"">[chemical A]</span> treatment may be related to increased tPA levels, but not TAFI levels.</p>"	"The effects of short-term <span class=""chemical"">[chemical A]</span> therapy on fibrinolysis markers: TAFI, tPA, and PAI-1."	16167916	bcv_id_49
D002118_induces_D010024	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease Q]</span>"	D002118_induces_D054556	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease R]</span>"	D002118_induces_D001851	"<span class=""chemical"">[chemical B]</span> contributes to or plays a role in <span class=""disease"">[disease S]</span>"	empty	<strong>Do not</strong> choose this choice.	empty	<strong>Do not</strong> choose this choice.	"<p>BACKGROUND: Markers of fibrinolysis, thrombin-activatable fibrinolysis inhibitor (TAFI), tissue-type plasminogen activator (tPA), and plasminogen activator inhibitor-1 (PAI-1) levels were studied for the evaluation of short-term effects of raloxifene administration in postmenopausal women. </p><p>METHODS: Thirty-nine postmenopausal women with <span class=""disease"">[disease S]</span> or <span class=""disease"">[disease Q]</span> were included in this prospective, controlled clinical study. Twenty-five women were given raloxifene hydrochloride (60 mg/day) plus <span class=""chemical"">[chemical B]</span> (500 mg/day). Age-matched controls (n = 14) were given only <span class=""chemical"">[chemical B]</span>. Plasma TAFI, tPA, and PAI-1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits. Variations of individuals were assessed by Wilcoxon's test. Relationship between those markers and demographic characteristics were investigated. </p><p>RESULTS: Three months of raloxifene treatment was associated with a significant decrease in the plasma TAFI antigen concentrations (16% change, P < 0.01), and a significant increase in tPA antigen concentrations (25% change, P < 0.05). A significant correlation was found between baseline TAFI antigen concentrations and the duration of amenorrhea (P < 0.05; r = 0.33). </p><p>CONCLUSION: We suggest that the increased risk of <span class=""disease"">[disease R]</span> due to raloxifene treatment may be related to increased tPA levels, but not TAFI levels.</p>"	The effects of short-term raloxifene therapy on fibrinolysis markers: TAFI, tPA, and PAI-1.	16167916	bcv_id_50
