disease_id	disease_name	drug_id	drug_name	form_abstract	form_title	pmid	uniq_id
D001927	"<span class=""disease"">structural damage to the frontal lobe/frontal lobe syndrome</span>"	C017367	"<span class=""chemical"">Carmofur</span>"	"Organic mental disorder was observed in a 29-year-old female in the prognostic period after the onset of <span class=""chemical"">carmofur</span>-induced leukoencephalopathy. Symptoms such as euphoria, emotional lability and puerile attitude noted in the patient were diagnosed as organic personality syndrome according to the criteria defined in the DSM-III-R. It is referred to as a <span class=""disease"">frontal lobe syndrome</span>. Brain CT revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral ventricles especially at the bilateral anterior horns. Consequently, <span class=""chemical"">carmofur</span>-induced leukoencephalopathy may uncommonly result in organic personality syndrome in the residual state. It may be attributed to the <span class=""disease"">structural damage to the frontal lobe</span>."	"<span class=""chemical"">Carmofur</span>-induced organic mental disorders."	2096243	bcv_hard_71
D009202	"<span class=""disease"">Cardiomyopathy</span>"	D004317	"<span class=""chemical"">doxorubicin/adriamycin</span>"	"Cardiac toxicity is a major complication which limits the use of <span class=""chemical"">adriamycin</span> as a chemotherapeutic agent. <span class=""disease"">Cardiomyopathy</span> is frequent when the total dose exceeds 600 mg/m2 and occurs within one to six months after cessation of therapy. A patient is reported who developed progressive <span class=""disease"">cardiomyopathy</span> two and one-half years after receiving 580 mg/m2 which apparently represents late, late cardiotoxicity."	"Late, late <span class=""chemical"">doxorubicin</span> cardiotoxicity."	7449470	bcv_hard_72
D012140|D002318	"<span class=""disease"">respiratory and cardiovascular depression</span>"	D008874	"<span class=""chemical"">Midazolam hydrochloride/midazolam</span>"	"<span class=""chemical"">Midazolam hydrochloride</span> is commonly used for dental or endoscopic procedures. Although generally consisted safe when given intramuscularly, intravenous administration is known to cause <span class=""disease"">respiratory and cardiovascular depression</span>. This report describes the first published case of cardiorespiratory arrest and death associated with intramuscular administration of <span class=""chemical"">midazolam</span>. Information regarding <span class=""chemical"">midazolam</span> use is reviewed to provide recommendation for safe administration."	"Possible intramuscular <span class=""chemical"">midazolam</span>-associated cardiorespiratory arrest and death."	2375138	bcv_hard_73
D001145	"<span class=""disease"">arrhythmia</span>"	D003000	"<span class=""chemical"">clonidine</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including <span class=""disease"">arrhythmia</span>, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug <span class=""chemical"">clonidine</span>; however, other target proteins have been postulated to contribute to the in vivo actions of <span class=""chemical"">clonidine</span>. </p><p>METHODS AND RESULTS: To test whether <span class=""chemical"">clonidine</span> elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of <span class=""chemical"">clonidine</span>; however, <span class=""chemical"">clonidine</span> significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. <span class=""chemical"">Clonidine</span>-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of <span class=""chemical"">clonidine</span> was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. <span class=""chemical"">Clonidine</span> inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), <span class=""chemical"">clonidine</span> reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of <span class=""chemical"">clonidine</span> gene-targeted mice in vivo, and thus, <span class=""chemical"">clonidine</span>-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by <span class=""chemical"">clonidine</span>."	17261653	bcv_hard_74
D002318	"<span class=""disease"">cardiovascular disease</span>"	D003000	"<span class=""chemical"">clonidine</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of <span class=""disease"">cardiovascular disease</span>, including arrhythmia, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug <span class=""chemical"">clonidine</span>; however, other target proteins have been postulated to contribute to the in vivo actions of <span class=""chemical"">clonidine</span>. </p><p>METHODS AND RESULTS: To test whether <span class=""chemical"">clonidine</span> elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of <span class=""chemical"">clonidine</span>; however, <span class=""chemical"">clonidine</span> significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. <span class=""chemical"">Clonidine</span>-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of <span class=""chemical"">clonidine</span> was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. <span class=""chemical"">Clonidine</span> inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), <span class=""chemical"">clonidine</span> reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of <span class=""chemical"">clonidine</span> gene-targeted mice in vivo, and thus, <span class=""chemical"">clonidine</span>-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by <span class=""chemical"">clonidine</span>."	17261653	bcv_hard_75
D006333	"<span class=""disease"">heart failure</span>"	D003000	"<span class=""chemical"">clonidine</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, coronary heart disease, and chronic <span class=""disease"">heart failure</span>. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug <span class=""chemical"">clonidine</span>; however, other target proteins have been postulated to contribute to the in vivo actions of <span class=""chemical"">clonidine</span>. </p><p>METHODS AND RESULTS: To test whether <span class=""chemical"">clonidine</span> elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of <span class=""chemical"">clonidine</span>; however, <span class=""chemical"">clonidine</span> significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. <span class=""chemical"">Clonidine</span>-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of <span class=""chemical"">clonidine</span> was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. <span class=""chemical"">Clonidine</span> inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), <span class=""chemical"">clonidine</span> reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of <span class=""chemical"">clonidine</span> gene-targeted mice in vivo, and thus, <span class=""chemical"">clonidine</span>-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by <span class=""chemical"">clonidine</span>."	17261653	bcv_hard_76
D003327	"<span class=""disease"">coronary heart disease</span>"	D003000	"<span class=""chemical"">clonidine</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, <span class=""disease"">coronary heart disease</span>, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug <span class=""chemical"">clonidine</span>; however, other target proteins have been postulated to contribute to the in vivo actions of <span class=""chemical"">clonidine</span>. </p><p>METHODS AND RESULTS: To test whether <span class=""chemical"">clonidine</span> elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of <span class=""chemical"">clonidine</span>; however, <span class=""chemical"">clonidine</span> significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. <span class=""chemical"">Clonidine</span>-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of <span class=""chemical"">clonidine</span> was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. <span class=""chemical"">Clonidine</span> inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated cyclic nucleotide-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), <span class=""chemical"">clonidine</span> reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of <span class=""chemical"">clonidine</span> gene-targeted mice in vivo, and thus, <span class=""chemical"">clonidine</span>-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated cyclic nucleotide-gated pacemaker channels by <span class=""chemical"">clonidine</span>."	17261653	bcv_hard_77
D001145	"<span class=""disease"">arrhythmia</span>"	D009712	"<span class=""chemical"">cyclic nucleotide</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including <span class=""disease"">arrhythmia</span>, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated pacemaker channels by clonidine."	17261653	bcv_hard_78
D002318	"<span class=""disease"">cardiovascular disease</span>"	D009712	"<span class=""chemical"">cyclic nucleotide</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of <span class=""disease"">cardiovascular disease</span>, including arrhythmia, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated pacemaker channels by clonidine."	17261653	bcv_hard_79
D006333	"<span class=""disease"">heart failure</span>"	D009712	"<span class=""chemical"">cyclic nucleotide</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, coronary heart disease, and chronic <span class=""disease"">heart failure</span>. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated pacemaker channels by clonidine."	17261653	bcv_hard_80
D003327	"<span class=""disease"">coronary heart disease</span>"	D009712	"<span class=""chemical"">cyclic nucleotide</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, <span class=""disease"">coronary heart disease</span>, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced bradycardia in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated pacemaker channels by clonidine."	17261653	bcv_hard_81
D001919	"<span class=""disease"">bradycardia</span>"	D009712	"<span class=""chemical"">cyclic nucleotide</span>"	"<p>BACKGROUND: Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease, including arrhythmia, coronary heart disease, and chronic heart failure. Activation of presynaptic alpha2-adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine; however, other target proteins have been postulated to contribute to the in vivo actions of clonidine. </p><p>METHODS AND RESULTS: To test whether clonidine elicits pharmacological effects independent of alpha2-adrenoceptors, we have generated mice with a targeted deletion of all 3 alpha2-adrenoceptor subtypes (alpha2ABC-/-). Alpha2ABC-/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine; however, clonidine significantly lowered heart rate in alpha2ABC-/- mice by up to 150 bpm. Clonidine-induced <span class=""disease"">bradycardia</span> in conscious alpha2ABC-/- mice was 32.3% (10 microg/kg) and 26.6% (100 microg/kg) of the effect in wild-type mice. A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC-knockout and wild-type mice. Clonidine inhibited the native pacemaker current (I(f)) in isolated sinoatrial node pacemaker cells and the I(f)-generating hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated (HCN) 2 and HCN4 channels in transfected HEK293 cells. As a consequence of blocking I(f), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild-type and alpha2ABC-knockout mice. </p><p>CONCLUSIONS: Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene-targeted mice in vivo, and thus, clonidine-like drugs represent novel structures for future HCN channel inhibitors.</p>"	"Direct inhibition of cardiac hyperpolarization-activated <span class=""chemical"">cyclic nucleotide</span>-gated pacemaker channels by clonidine."	17261653	bcv_hard_82
D005921	"<span class=""disease"">glomerulosclerosis</span>"	D020123	"<span class=""chemical"">sirolimus/rapamycin</span>"	"Massive urinary protein excretion has been observed after conversion from calcineurin inhibitors to mammalian target of <span class=""chemical"">rapamycin</span> (mToR) inhibitors, especially <span class=""chemical"">sirolimus</span>, in renal transplant recipients with chronic allograft nephropathy. Because proteinuria is a major predictive factor of poor transplantation outcome, many studies focused on this adverse event during the past years. Whether proteinuria was due to <span class=""chemical"">sirolimus</span> or only a consequence of calcineurin inhibitors withdrawal remained unsolved until high range proteinuria has been observed during <span class=""chemical"">sirolimus</span> therapy in islet transplantation and in patients who received <span class=""chemical"">sirolimus</span> de novo. Podocyte injury and focal segmental <span class=""disease"">glomerulosclerosis</span> have been related to mToR inhibition in some patients, but the pathways underlying these lesions remain hypothetic. We discuss herein the possible mechanisms and the significance of mToR blockade-induced proteinuria."	mToR inhibitors-induced proteinuria: mechanisms, significance, and management.	18631865	bcv_hard_83
D007674	"<span class=""disease"">Nephrotoxicity</span>"	D005839	"<span class=""chemical"">gentamicin sulfate/gentamicin</span>"	"Two patients developed acute tubular necrosis, characterized clinically by acute oliguric renal failure, while they were receiving a combination of cephalothin sodium and <span class=""chemical"">gentamicin sulfate</span> therapy. Patients who are given this drug regimen should be observed very carefully for early signs of <span class=""disease"">nephrotoxicity</span>. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with renal insufficiency should not be given this regimen."	"<span class=""disease"">Nephrotoxicity</span> of combined cephalothin-<span class=""chemical"">gentamicin</span> regimen."	1130930	bcv_hard_84
D051437	"<span class=""disease"">renal insufficiency</span>"	D005839	"<span class=""chemical"">gentamicin sulfate/gentamicin</span>"	"Two patients developed acute tubular necrosis, characterized clinically by acute oliguric renal failure, while they were receiving a combination of cephalothin sodium and <span class=""chemical"">gentamicin sulfate</span> therapy. Patients who are given this drug regimen should be observed very carefully for early signs of nephrotoxicity. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with <span class=""disease"">renal insufficiency</span> should not be given this regimen."	"Nephrotoxicity of combined cephalothin-<span class=""chemical"">gentamicin</span> regimen."	1130930	bcv_hard_85
D007674	"<span class=""disease"">Nephrotoxicity</span>"	D002512	"<span class=""chemical"">cephalothin/cephalothin sodium</span>"	"Two patients developed acute tubular necrosis, characterized clinically by acute oliguric renal failure, while they were receiving a combination of <span class=""chemical"">cephalothin sodium</span> and gentamicin sulfate therapy. Patients who are given this drug regimen should be observed very carefully for early signs of <span class=""disease"">nephrotoxicity</span>. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with renal insufficiency should not be given this regimen."	"<span class=""disease"">Nephrotoxicity</span> of combined <span class=""chemical"">cephalothin</span>-gentamicin regimen."	1130930	bcv_hard_86
D051437	"<span class=""disease"">renal insufficiency</span>"	D002512	"<span class=""chemical"">cephalothin/cephalothin sodium</span>"	"Two patients developed acute tubular necrosis, characterized clinically by acute oliguric renal failure, while they were receiving a combination of <span class=""chemical"">cephalothin sodium</span> and gentamicin sulfate therapy. Patients who are given this drug regimen should be observed very carefully for early signs of nephrotoxicity. High doses of this antibiotic combination should be avoided especially in elderly patients. Patients with <span class=""disease"">renal insufficiency</span> should not be given this regimen."	"Nephrotoxicity of combined <span class=""chemical"">cephalothin</span>-gentamicin regimen."	1130930	bcv_hard_87
D003643	"<span class=""disease"">death</span>"	D009553	"<span class=""chemical"">nimodipine</span>"	"<p>BACKGROUND AND PURPOSE: The Intravenous <span class=""chemical"">Nimodipine</span> West European Stroke Trial (INWEST) found a correlation between <span class=""chemical"">nimodipine</span>-induced reduction in blood pressure (BP) and an unfavorable outcome in acute stroke. We sought to confirm this correlation with and without adjustment for prognostic variables and to investigate outcome in subgroups with increasing levels of BP reduction. </p><p>METHODS: Patients with a clinical diagnosis of ischemic stroke (within 24 hours) were consecutively allocated to receive placebo (n=100), 1 mg/h (low-dose) <span class=""chemical"">nimodipine</span> (n=101), or 2 mg/h (high-dose) <span class=""chemical"">nimodipine</span> (n=94). The correlation between average BP change during the first 2 days and the outcome at day 21 was analyzed. </p><p>RESULTS: Two hundred sixty-five patients were included in this analysis (n=92, 93, and 80 for placebo, low dose, and high dose, respectively). <span class=""chemical"">Nimodipine</span> treatment resulted in a statistically significant reduction in systolic BP (SBP) and diastolic BP (DBP) from baseline compared with placebo during the first few days. In multivariate analysis, a significant correlation between DBP reduction and worsening of the neurological score was found for the high-dose group (beta=0.49, P=0. 048). Patients with a DBP reduction of > or =20% in the high-dose group had a significantly increased adjusted OR for the compound outcome variable <span class=""disease"">death</span> or dependency (Barthel Index <60) (n/N=25/26, OR 10. 16, 95% CI 1.02 to 101.74) and <span class=""disease"">death</span> alone (n/N=9/26, OR 4.336, 95% CI 1.131 16.619) compared with all placebo patients (n/N=62/92 and 14/92, respectively). There was no correlation between SBP change and outcome. </p><p>CONCLUSIONS: DBP, but not SBP, reduction was associated with neurological worsening after the intravenous administration of high-dose <span class=""chemical"">nimodipine</span> after acute stroke. For low-dose <span class=""chemical"">nimodipine</span>, the results were not conclusive. These results do not confirm or exclude a neuroprotective property of <span class=""chemical"">nimodipine</span>.</p>"	"Effect of intravenous <span class=""chemical"">nimodipine</span> on blood pressure and outcome after acute stroke."	10835440	bcv_hard_88
D007674	"<span class=""disease"">renal injury</span>"	D017963	"<span class=""chemical"">azithromycin</span>"	"A 14-year-old girl is reported with recurrent, <span class=""chemical"">azithromycin</span>-induced, acute interstitial nephritis. The second episode was more severe than the first; and although both were treated with intensive corticosteroid therapy, renal function remained impaired. Although most cases of antibiotic induced acute interstitial nephritis are benign and self-limited, some patients are at risk for permanent <span class=""disease"">renal injury</span>."	"Recurrent acute interstitial nephritis induced by <span class=""chemical"">azithromycin</span>."	15602202	bcv_hard_89
D000568	"<span class=""disease"">amenorrhea</span>"	D020849	"<span class=""chemical"">raloxifene/raloxifene hydrochloride</span>"	"<p>BACKGROUND: Markers of fibrinolysis, thrombin-activatable fibrinolysis inhibitor (TAFI), tissue-type plasminogen activator (tPA), and plasminogen activator inhibitor-1 (PAI-1) levels were studied for the evaluation of short-term effects of <span class=""chemical"">raloxifene</span> administration in postmenopausal women. </p><p>METHODS: Thirty-nine postmenopausal women with osteopenia or osteoporosis were included in this prospective, controlled clinical study. Twenty-five women were given <span class=""chemical"">raloxifene hydrochloride</span> (60 mg/day) plus calcium (500 mg/day). Age-matched controls (n = 14) were given only calcium. Plasma TAFI, tPA, and PAI-1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits. Variations of individuals were assessed by Wilcoxon's test. Relationship between those markers and demographic characteristics were investigated. </p><p>RESULTS: Three months of <span class=""chemical"">raloxifene</span> treatment was associated with a significant decrease in the plasma TAFI antigen concentrations (16% change, P < 0.01), and a significant increase in tPA antigen concentrations (25% change, P < 0.05). A significant correlation was found between baseline TAFI antigen concentrations and the duration of <span class=""disease"">amenorrhea</span> (P < 0.05; r = 0.33). </p><p>CONCLUSION: We suggest that the increased risk of venous thromboembolism due to <span class=""chemical"">raloxifene</span> treatment may be related to increased tPA levels, but not TAFI levels.</p>"	"The effects of short-term <span class=""chemical"">raloxifene</span> therapy on fibrinolysis markers: TAFI, tPA, and PAI-1."	16167916	bcv_hard_90
D010024	"<span class=""disease"">osteoporosis</span>"	D020849	"<span class=""chemical"">raloxifene/raloxifene hydrochloride</span>"	"<p>BACKGROUND: Markers of fibrinolysis, thrombin-activatable fibrinolysis inhibitor (TAFI), tissue-type plasminogen activator (tPA), and plasminogen activator inhibitor-1 (PAI-1) levels were studied for the evaluation of short-term effects of <span class=""chemical"">raloxifene</span> administration in postmenopausal women. </p><p>METHODS: Thirty-nine postmenopausal women with osteopenia or <span class=""disease"">osteoporosis</span> were included in this prospective, controlled clinical study. Twenty-five women were given <span class=""chemical"">raloxifene hydrochloride</span> (60 mg/day) plus calcium (500 mg/day). Age-matched controls (n = 14) were given only calcium. Plasma TAFI, tPA, and PAI-1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits. Variations of individuals were assessed by Wilcoxon's test. Relationship between those markers and demographic characteristics were investigated. </p><p>RESULTS: Three months of <span class=""chemical"">raloxifene</span> treatment was associated with a significant decrease in the plasma TAFI antigen concentrations (16% change, P < 0.01), and a significant increase in tPA antigen concentrations (25% change, P < 0.05). A significant correlation was found between baseline TAFI antigen concentrations and the duration of amenorrhea (P < 0.05; r = 0.33). </p><p>CONCLUSION: We suggest that the increased risk of venous thromboembolism due to <span class=""chemical"">raloxifene</span> treatment may be related to increased tPA levels, but not TAFI levels.</p>"	"The effects of short-term <span class=""chemical"">raloxifene</span> therapy on fibrinolysis markers: TAFI, tPA, and PAI-1."	16167916	bcv_hard_91
