PMID	NUM_SENT	MENTION_INI	MENTION_END	MENTION_TEXT	MENTION_TYPE	MENTION_ID	SENTENCE
10837297	4	100	109	vitamin A	Chemical	D014801	OBJECTIVE: Our objective was to assess variability in absorption and conversion of beta-carotene to vitamin A in vivo in humans by using a novel double-tracer  ¿hexadeuterated (D(6)) beta-carotene and D(6) retinyl acetate approach.
10837297	4	183	196	beta-carotene	Chemical	D019207	OBJECTIVE: Our objective was to assess variability in absorption and conversion of beta-carotene to vitamin A in vivo in humans by using a novel double-tracer  ¿hexadeuterated (D(6)) beta-carotene and D(6) retinyl acetate approach.
10837297	4	206	221	retinyl acetate	Chemical	C009166	OBJECTIVE: Our objective was to assess variability in absorption and conversion of beta-carotene to vitamin A in vivo in humans by using a novel double-tracer  ¿hexadeuterated (D(6)) beta-carotene and D(6) retinyl acetate approach.
10837297	6	66	81	retinyl acetate	Chemical	C009166	After an adaptation period, the women were given 30 micromol D(6) retinyl acetate orally, followed 1 wk later with 37 micromol D(6) beta-carotene (approximately equimolar doses).
10837297	6	132	145	beta-carotene	Chemical	D019207	After an adaptation period, the women were given 30 micromol D(6) retinyl acetate orally, followed 1 wk later with 37 micromol D(6) beta-carotene (approximately equimolar doses).
10837297	7	63	75	D(6) retinol	Chemical		Time-dependent plasma concentration curves were determined for D(6) retinol, D(6) beta-carotene, and trideuterated (D(3)) retinol (derived from D(6) beta-carotene).
10837297	7	77	95	D(6) beta-carotene	Chemical		Time-dependent plasma concentration curves were determined for D(6) retinol, D(6) beta-carotene, and trideuterated (D(3)) retinol (derived from D(6) beta-carotene).
10837297	7	101	129	trideuterated (D(3)) retinol	Chemical		Time-dependent plasma concentration curves were determined for D(6) retinol, D(6) beta-carotene, and trideuterated (D(3)) retinol (derived from D(6) beta-carotene).
10837297	7	144	162	D(6) beta-carotene	Chemical		Time-dependent plasma concentration curves were determined for D(6) retinol, D(6) beta-carotene, and trideuterated (D(3)) retinol (derived from D(6) beta-carotene).
10837297	8	36	54	D(6) beta-carotene	Chemical		RESULTS: Mean (+/-SE) absorption of D(6) beta-carotene was 3.3 +/- 1.3% for all subjects.
10837297	9	48	60	D(3) retinol	Chemical		The mean conversion ratio was 0.81 +/- 0.34 mol D(3) retinol to 1 mol D(6) beta-carotene for all subjects.
10837297	9	75	88	beta-carotene	Chemical	D019207	The mean conversion ratio was 0.81 +/- 0.34 mol D(3) retinol to 1 mol D(6) beta-carotene for all subjects.
10837297	10	51	64	beta-carotene	Chemical	D019207	However, only 6 of the 11 subjects had plasma D(6) beta-carotene and D(3) retinol concentrations that we could measure.
10837297	10	69	81	D(3) retinol	Chemical		However, only 6 of the 11 subjects had plasma D(6) beta-carotene and D(3) retinol concentrations that we could measure.
10837297	11	23	41	D(6) beta-carotene	Chemical		The mean absorption of D(6) beta-carotene in these 6 subjects was 6.1 +/- 0.02% and their conversion ratio was 1.47 +/- 0.49 mol D(3) retinol to 1 mol D(6) beta-carotene.
10837297	11	129	141	D(3) retinol	Chemical		The mean absorption of D(6) beta-carotene in these 6 subjects was 6.1 +/- 0.02% and their conversion ratio was 1.47 +/- 0.49 mol D(3) retinol to 1 mol D(6) beta-carotene.
10837297	11	156	169	beta-carotene	Chemical	D019207	The mean absorption of D(6) beta-carotene in these 6 subjects was 6.1 +/- 0.02% and their conversion ratio was 1.47 +/- 0.49 mol D(3) retinol to 1 mol D(6) beta-carotene.
10837297	12	121	133	D(3) retinol	Chemical		The remaining 5 subjects were low responders with </=0.01% absorption and a mean conversion ratio of 0.014 +/- 0.004 mol D(3) retinol to 1 mol D(6) beta-carotene.
10837297	12	148	161	beta-carotene	Chemical	D019207	The remaining 5 subjects were low responders with </=0.01% absorption and a mean conversion ratio of 0.014 +/- 0.004 mol D(3) retinol to 1 mol D(6) beta-carotene.
10837297	13	50	63	beta-carotene	Chemical	D019207	CONCLUSION: Variable absorption and conversion of beta-carotene to vitamin A both contribute to the variable response to consumption of beta-carotene.
10837297	13	67	76	vitamin A	Chemical	D014801	CONCLUSION: Variable absorption and conversion of beta-carotene to vitamin A both contribute to the variable response to consumption of beta-carotene.
10837297	13	136	149	beta-carotene	Chemical	D019207	CONCLUSION: Variable absorption and conversion of beta-carotene to vitamin A both contribute to the variable response to consumption of beta-carotene.
10837297	14	94	102	retinoid	Chemical	CHEBI:26537	Our double-tracer approach is adaptable for identifying efficient converters of carotenoid to retinoid.
18089691	0	0	10	Vitamin D2	Chemical	D004872	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	0	30	40	vitamin D3	Chemical	D002762	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	0	86	105	25-hydroxyvitamin D	Chemical	C104450	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	0	143	153	vitamin D2	Chemical	D004872	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	0	177	187	vitamin D3	Chemical	D002762	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	0	203	212	vitamin D	Chemical	D014807	Vitamin D2 is as effective as vitamin D3 in maintaining circulating concentrations of 25-hydroxyvitamin D. CONTEXT: Two reports suggested that vitamin D2 is less effective than vitamin D3 in maintaining vitamin D status.
18089691	1	50	60	vitamin D2	Chemical	D004872	OBJECTIVE: Our objective was to determine whether vitamin D2 was less effective than vitamin D3 in maintaining serum 25-hydroxyvitamin D levels or increased the catabolism of 25-hydroxyvitamin D3.
18089691	1	85	95	vitamin D3	Chemical	D002762	OBJECTIVE: Our objective was to determine whether vitamin D2 was less effective than vitamin D3 in maintaining serum 25-hydroxyvitamin D levels or increased the catabolism of 25-hydroxyvitamin D3.
18089691	1	117	136	25-hydroxyvitamin D	Chemical	C104450	OBJECTIVE: Our objective was to determine whether vitamin D2 was less effective than vitamin D3 in maintaining serum 25-hydroxyvitamin D levels or increased the catabolism of 25-hydroxyvitamin D3.
18089691	1	175	195	25-hydroxyvitamin D3	Chemical	D002112	OBJECTIVE: Our objective was to determine whether vitamin D2 was less effective than vitamin D3 in maintaining serum 25-hydroxyvitamin D levels or increased the catabolism of 25-hydroxyvitamin D3.
18089691	2	147	157	vitamin D3	Chemical	D002762	SUBJECTS AND DESIGN: This was a randomized, placebo-controlled, double-blinded study of healthy adults ages 18-84 yr who received placebo, 1000 IU vitamin D3, 1000 IU vitamin D2, or 500 IU vitamin D2 plus 500 IU vitamin D3 daily for 11 wk at the end of the winter.
18089691	2	167	177	vitamin D2	Chemical	D004872	SUBJECTS AND DESIGN: This was a randomized, placebo-controlled, double-blinded study of healthy adults ages 18-84 yr who received placebo, 1000 IU vitamin D3, 1000 IU vitamin D2, or 500 IU vitamin D2 plus 500 IU vitamin D3 daily for 11 wk at the end of the winter.
18089691	2	189	199	vitamin D2	Chemical	D004872	SUBJECTS AND DESIGN: This was a randomized, placebo-controlled, double-blinded study of healthy adults ages 18-84 yr who received placebo, 1000 IU vitamin D3, 1000 IU vitamin D2, or 500 IU vitamin D2 plus 500 IU vitamin D3 daily for 11 wk at the end of the winter.
18089691	2	212	222	vitamin D3	Chemical	D002762	SUBJECTS AND DESIGN: This was a randomized, placebo-controlled, double-blinded study of healthy adults ages 18-84 yr who received placebo, 1000 IU vitamin D3, 1000 IU vitamin D2, or 500 IU vitamin D2 plus 500 IU vitamin D3 daily for 11 wk at the end of the winter.
18089691	3	50	59	vitamin D	Chemical	D014807	RESULTS: Sixty percent of the healthy adults were vitamin D deficient at the start of the study.
18089691	4	26	45	25-hydroxyvitamin D	Chemical	C104450	The circulating levels of 25-hydroxyvitamin D (mean+/-sd) increased to the same extent in the groups that received 1000 IU daily as vitamin D2 (baseline 16.9+/-10.5 ng/ml; 11 wk 26.8+/-9.6 ng/ml), vitamin D3 (baseline 19.6+/-11.1 ng/ml; 11 wk 28.9+/-11.0 ng/ml), or a combination of 500 IU vitamin D2 and 500 IU vitamin D3 (baseline 20.2+/-10.4 ng/ml; 11 wk 28.4+/-7.7 ng/ml).
18089691	4	132	142	vitamin D2	Chemical	D004872	The circulating levels of 25-hydroxyvitamin D (mean+/-sd) increased to the same extent in the groups that received 1000 IU daily as vitamin D2 (baseline 16.9+/-10.5 ng/ml; 11 wk 26.8+/-9.6 ng/ml), vitamin D3 (baseline 19.6+/-11.1 ng/ml; 11 wk 28.9+/-11.0 ng/ml), or a combination of 500 IU vitamin D2 and 500 IU vitamin D3 (baseline 20.2+/-10.4 ng/ml; 11 wk 28.4+/-7.7 ng/ml).
18089691	4	197	207	vitamin D3	Chemical	D002762	The circulating levels of 25-hydroxyvitamin D (mean+/-sd) increased to the same extent in the groups that received 1000 IU daily as vitamin D2 (baseline 16.9+/-10.5 ng/ml; 11 wk 26.8+/-9.6 ng/ml), vitamin D3 (baseline 19.6+/-11.1 ng/ml; 11 wk 28.9+/-11.0 ng/ml), or a combination of 500 IU vitamin D2 and 500 IU vitamin D3 (baseline 20.2+/-10.4 ng/ml; 11 wk 28.4+/-7.7 ng/ml).
18089691	4	290	300	vitamin D2	Chemical	D004872	The circulating levels of 25-hydroxyvitamin D (mean+/-sd) increased to the same extent in the groups that received 1000 IU daily as vitamin D2 (baseline 16.9+/-10.5 ng/ml; 11 wk 26.8+/-9.6 ng/ml), vitamin D3 (baseline 19.6+/-11.1 ng/ml; 11 wk 28.9+/-11.0 ng/ml), or a combination of 500 IU vitamin D2 and 500 IU vitamin D3 (baseline 20.2+/-10.4 ng/ml; 11 wk 28.4+/-7.7 ng/ml).
18089691	4	312	322	vitamin D3	Chemical	D002762	The circulating levels of 25-hydroxyvitamin D (mean+/-sd) increased to the same extent in the groups that received 1000 IU daily as vitamin D2 (baseline 16.9+/-10.5 ng/ml; 11 wk 26.8+/-9.6 ng/ml), vitamin D3 (baseline 19.6+/-11.1 ng/ml; 11 wk 28.9+/-11.0 ng/ml), or a combination of 500 IU vitamin D2 and 500 IU vitamin D3 (baseline 20.2+/-10.4 ng/ml; 11 wk 28.4+/-7.7 ng/ml).
18089691	5	4	24	25-hydroxyvitamin D3	Chemical	D002112	The 25-hydroxyvitamin D3 levels did not change in the group that received 1000 IU vitamin D2 daily.
18089691	5	82	92	vitamin D2	Chemical	D004872	The 25-hydroxyvitamin D3 levels did not change in the group that received 1000 IU vitamin D2 daily.
18089691	6	20	30	vitamin D2	Chemical	D004872	The 1000 IU dose of vitamin D2 or vitamin D3 did not raise 25-hydroxyvitamin D levels in vitamin D-deficient subjects above 30 ng/ml.
18089691	6	34	44	vitamin D3	Chemical	D002762	The 1000 IU dose of vitamin D2 or vitamin D3 did not raise 25-hydroxyvitamin D levels in vitamin D-deficient subjects above 30 ng/ml.
18089691	6	59	78	25-hydroxyvitamin D	Chemical	C104450	The 1000 IU dose of vitamin D2 or vitamin D3 did not raise 25-hydroxyvitamin D levels in vitamin D-deficient subjects above 30 ng/ml.
18089691	6	89	98	vitamin D	Chemical	D014807	The 1000 IU dose of vitamin D2 or vitamin D3 did not raise 25-hydroxyvitamin D levels in vitamin D-deficient subjects above 30 ng/ml.
18089691	7	30	40	vitamin D2	Chemical	D004872	CONCLUSION: A 1000 IU dose of vitamin D2 daily was as effective as 1000 IU vitamin D3 in maintaining serum 25-hydroxyvitamin D levels and did not negatively influence serum 25-hydroxyvitamin D3 levels.
18089691	7	75	85	vitamin D3	Chemical	D002762	CONCLUSION: A 1000 IU dose of vitamin D2 daily was as effective as 1000 IU vitamin D3 in maintaining serum 25-hydroxyvitamin D levels and did not negatively influence serum 25-hydroxyvitamin D3 levels.
18089691	7	107	126	25-hydroxyvitamin D	Chemical	C104450	CONCLUSION: A 1000 IU dose of vitamin D2 daily was as effective as 1000 IU vitamin D3 in maintaining serum 25-hydroxyvitamin D levels and did not negatively influence serum 25-hydroxyvitamin D3 levels.
18089691	7	173	193	25-hydroxyvitamin D3	Chemical	D002112	CONCLUSION: A 1000 IU dose of vitamin D2 daily was as effective as 1000 IU vitamin D3 in maintaining serum 25-hydroxyvitamin D levels and did not negatively influence serum 25-hydroxyvitamin D3 levels.
18089691	8	11	21	vitamin D2	Chemical	D004872	Therefore, vitamin D2 is equally as effective as vitamin D3 in maintaining 25-hydroxyvitamin D status.
18089691	8	49	59	vitamin D3	Chemical	D002762	Therefore, vitamin D2 is equally as effective as vitamin D3 in maintaining 25-hydroxyvitamin D status.
18089691	8	75	94	25-hydroxyvitamin D	Chemical	C104450	Therefore, vitamin D2 is equally as effective as vitamin D3 in maintaining 25-hydroxyvitamin D status.
18422480	0	0	18	Omega-3 fatty acid	Chemical	CHEBI:25681	Omega-3 fatty acid concentrates in the treatment of moderate hypertriglyceridemia.
18422480	1	73	86	triglycerides	Chemical	D014280	BACKGROUND: Moderate hypertriglyceridemia is fairly common, and elevated triglycerides are a risk factor for coronary heart disease.
18422480	2	4	23	omega-3 fatty acids	Chemical	D015525	The omega-3 fatty acids EPA and DHA have been shown to lower triglycerides in many clinical studies.
18422480	2	32	35	DHA	Chemical	CHEBI:16016	The omega-3 fatty acids EPA and DHA have been shown to lower triglycerides in many clinical studies.
18422480	2	61	74	triglycerides	Chemical	D014280	The omega-3 fatty acids EPA and DHA have been shown to lower triglycerides in many clinical studies.
18422480	3	13	31	omega-3 fatty acid	Chemical	CHEBI:25681	Prescription omega-3 fatty acid concentrates (P-OM3) are indicated for use in people with very high triglycerides (> 500 mg/dl).
18422480	3	100	113	triglycerides	Chemical	D014280	Prescription omega-3 fatty acid concentrates (P-OM3) are indicated for use in people with very high triglycerides (> 500 mg/dl).
18422480	4	34	47	triglycerides	Chemical	D014280	Current guidelines recommend that triglycerides should be less < 150 mg/dl.
18422480	5	58	78	omega-3 concentrates	Chemical		OBJECTIVE: This review provides an overview of the use of omega-3 concentrates (both P-OM3 and over-the-counter fish oil) to lower triglycerides in people who have moderate hypertriglyceridemia (triglycerides in the range of 150 - 500 mg/dl).
18422480	5	131	144	triglycerides	Chemical	D014280	OBJECTIVE: This review provides an overview of the use of omega-3 concentrates (both P-OM3 and over-the-counter fish oil) to lower triglycerides in people who have moderate hypertriglyceridemia (triglycerides in the range of 150 - 500 mg/dl).
18422480	5	195	208	triglycerides	Chemical	D014280	OBJECTIVE: This review provides an overview of the use of omega-3 concentrates (both P-OM3 and over-the-counter fish oil) to lower triglycerides in people who have moderate hypertriglyceridemia (triglycerides in the range of 150 - 500 mg/dl).
18422480	7	45	52	omega-3	Chemical		METHODS: Published, peer-reviewed studies of omega-3 concentrates were included if they were placebo-controlled, double-blind, of sufficient size to demonstrate triglyceride lowering, and studied a population described as having a mean baseline triglyceride value of 150 - 500 mg/dl.
18422480	7	161	173	triglyceride	Chemical	CHEBI:17855	METHODS: Published, peer-reviewed studies of omega-3 concentrates were included if they were placebo-controlled, double-blind, of sufficient size to demonstrate triglyceride lowering, and studied a population described as having a mean baseline triglyceride value of 150 - 500 mg/dl.
18422480	7	245	257	triglyceride	Chemical	CHEBI:17855	METHODS: Published, peer-reviewed studies of omega-3 concentrates were included if they were placebo-controlled, double-blind, of sufficient size to demonstrate triglyceride lowering, and studied a population described as having a mean baseline triglyceride value of 150 - 500 mg/dl.
18422480	8	76	88	triglyceride	Chemical	CHEBI:17855	Studies using the 4-g dose of P-OM3 were used to develop a model of percent triglyceride lowering as a function of baseline levels.
18422480	9	53	66	triglycerides	Chemical	D014280	RESULTS/CONCLUSIONS: P-OM3 are effective in reducing triglycerides by approximately 30% in this population and are likely to be combined with other drugs (e.g., statins) to treat combined dyslipidemia.
11204550	0	27	42	diphenhydramine	Chemical	D004155	Dose-dependent toxicity of diphenhydramine overdose.
11204550	1	12	27	Diphenhydramine	Chemical	D004155	BACKGROUND: Diphenhydramine (DPHM) overdose is a frequent cause of acute poisoning.
11204550	1	29	33	DPHM	Chemical		BACKGROUND: Diphenhydramine (DPHM) overdose is a frequent cause of acute poisoning.
11204550	2	96	100	DPHM	Chemical		Although its clinical features are well known, information about the dose-dependent toxicity of DPHM is still scarce.
11204550	3	78	82	DPHM	Chemical		The objective of this study was to investigate the dose-dependent toxicity of DPHM in patients with acute DPHM poisoning.
11204550	3	106	110	DPHM	Chemical		The objective of this study was to investigate the dose-dependent toxicity of DPHM in patients with acute DPHM poisoning.
11204550	4	73	77	DPHM	Chemical		METHODS: We have analyzed retrospectively all well-documented cases with DPHM monointoxications reported by physicians to the Swiss Toxicological Information Centre (STIC) between January 1984 and April 1996.
11204550	5	54	58	DPHM	Chemical		In addition, a prospective study focusing on ingested DPHM doses and severity of symptoms was performed between May 1996 and December 1998.
11204550	6	85	89	DPHM	Chemical		RESULTS: The retrospective and prospective studies included 232 and 50 patients with DPHM monointoxications, respectively.
11204550	8	57	61	DPHM	Chemical		Moderate symptoms occurred above ingested doses of 0.3 g DPHM.
11204550	9	54	58	DPHM	Chemical		For severe symptoms the critical dose limit was 1.0 g DPHM.
11204550	11	77	81	DPHM	Chemical		CONCLUSIONS: These data demonstrate a clear dose-dependent acute toxicity of DPHM.
11204550	12	38	42	DPHM	Chemical		They indicate that only patients with DPHM ingestions above 1.0 g are at risk for the development of severe symptoms and, therefore, should be hospitalized.
11204550	13	105	109	DPHM	Chemical		Thus, the results contribute to the data basis required for a cost effective management of patients with DPHM overdose.
9921434	4	114	124	chloroform	Chemical	D002725	The contribution of drug-induced hepatic damage to postoperative hepatic dysfunction has remained unsettled since chloroform was first incriminated during the nineteenth century.
9921434	5	115	125	chloroform	Chemical	D002725	The drug was condemned in 1912, without any attempt being made to determine the incidence of the so-called delayed chloroform poisoning, with the result that the drug is still in use and the chloroform controversy remains unsettled to this day.
9921434	5	191	201	chloroform	Chemical	D002725	The drug was condemned in 1912, without any attempt being made to determine the incidence of the so-called delayed chloroform poisoning, with the result that the drug is still in use and the chloroform controversy remains unsettled to this day.
9921434	6	4	13	halothane	Chemical	D006221	The halothane controversy is also unsettled and currently overshadows the former controversy, although academically of no greater importance.
9921434	7	28	37	cincophen	Chemical		Although not an anesthetic, cincophen is another drug about which there is controversy concerning its hepatotoxic potential.
9921434	8	118	128	chloroform	Chemical	D002725	Babior and Davidson noted that it was the first drug implicated in hepatic necrosis--presumably with the exception of chloroform--the first report appearing in 1922.
9921434	9	114	123	cincophen	Chemical		In 1941 the Council on Pharmacy and Chemistry of the American Medical Association concluded that the case against cincophen was not proved and that an urgent need existed for controlled clinical studies.
9921434	12	36	45	halothane	Chemical	D006221	Perhaps an anesthetic agent such as halothane, concerning multiple administrations of which there is currently serious question, would be a suitable choice for such a study.
9921434	18	94	103	Halothane	Chemical	D006221	Just as we have conducted the definitive retrospective hypothesis-testing study--the National Halothane Study--demanded by the "halothane hepatitis" controversy, so must we now move to the final stage of epidemiological investigation (experimental epidemiology) by investigating the effects of multiple administrations of the drug.
9921434	18	128	137	halothane	Chemical	D006221	Just as we have conducted the definitive retrospective hypothesis-testing study--the National Halothane Study--demanded by the "halothane hepatitis" controversy, so must we now move to the final stage of epidemiological investigation (experimental epidemiology) by investigating the effects of multiple administrations of the drug.
9921434	19	27	36	Halothane	Chemical	D006221	On this point the National Halothane Study acts more as a hypothesis-formulating study than as a hypothesis-testing study.
20683276	3	30	42	erythromycin	Chemical	D004917	The man was treated with oral erythromycin, and the lesion resolved.
20683276	5	55	61	silver	Chemical	D012834	The organisms stain positively with the Warthin-Starry silver stain.
22150819	1	23	32	Methadone	Chemical	D008691	INTRODUCTION AND AIMS: Methadone maintenance remains the mainstay of treatment for opiate dependence in Scotland.
22150819	5	135	144	methadone	Chemical	D008691	DESIGN AND METHODS: Three armed pilot RCT, set in three Scottish treatment areas, recruited opiate-dependent patients who had received methadone treatment for 3 months.
22150819	13	130	136	heroin	Chemical	D003932	No significant differences were found in primary outcomes, although retention decreased with increased supervision, while illicit heroin use was least in those most supervised.
18197554	0	0	12	Ketoconazole	Chemical	D007654	Ketoconazole and the modulation of multidrug resistance-mediated transport in Caco-2 and MDCKII-MDR1 drug transport models.
18197554	1	31	43	ketoconazole	Chemical	D007654	The hypothesis tested was that ketoconazole can modulate P-glycoprotein, thereby altering cellular uptake and apparent permeability (P(app)) of multidrug-resistant substrates, such as cyclosporin A (CSA) and digoxin, across Caco-2, MDCKII-MDR1, and MDCKII wild-type cell transport models.
18197554	1	184	197	cyclosporin A	Chemical	D016572	The hypothesis tested was that ketoconazole can modulate P-glycoprotein, thereby altering cellular uptake and apparent permeability (P(app)) of multidrug-resistant substrates, such as cyclosporin A (CSA) and digoxin, across Caco-2, MDCKII-MDR1, and MDCKII wild-type cell transport models.
18197554	1	199	202	CSA	Chemical	D016572	The hypothesis tested was that ketoconazole can modulate P-glycoprotein, thereby altering cellular uptake and apparent permeability (P(app)) of multidrug-resistant substrates, such as cyclosporin A (CSA) and digoxin, across Caco-2, MDCKII-MDR1, and MDCKII wild-type cell transport models.
18197554	1	208	215	digoxin	Chemical	D004077	The hypothesis tested was that ketoconazole can modulate P-glycoprotein, thereby altering cellular uptake and apparent permeability (P(app)) of multidrug-resistant substrates, such as cyclosporin A (CSA) and digoxin, across Caco-2, MDCKII-MDR1, and MDCKII wild-type cell transport models.
18197554	2	0	4	(3)H	Chemical		(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	5	8	CSA	Chemical	D016572	(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	9	21	(3)H-digoxin	Chemical		(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	91	103	ketoconazole	Chemical	D007654	(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	109	125	(3)H-ketoconzole	Chemical		(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	203	213	flavonoids	Chemical	D005419	(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	215	241	epigallocatechin-3-gallate	Chemical	C045651	(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	2	247	258	xanthohumol	Chemical	C104536	(3)H-CSA/(3)H-digoxin transport experiments were performed with and without co-exposure to ketoconazole, and (3)H-ketoconzole transport experiments were performed with and without co-exposure to dietary flavonoids, epigallocatechin-3-gallate, and xanthohumol.
18197554	3	0	12	Ketoconazole	Chemical	D007654	Ketoconazole (3 microM) reduced the P(app) efflux of CSA and digoxin from 5.07 x 10(-6) to 2.91 x 10(-6) cm s(-1) and from 2.60 x 10(-6) to 1.41 x 10(-6) cm s(-1), respectively, in Caco-2 cells.
18197554	3	53	56	CSA	Chemical	D016572	Ketoconazole (3 microM) reduced the P(app) efflux of CSA and digoxin from 5.07 x 10(-6) to 2.91 x 10(-6) cm s(-1) and from 2.60 x 10(-6) to 1.41 x 10(-6) cm s(-1), respectively, in Caco-2 cells.
18197554	3	61	68	digoxin	Chemical	D004077	Ketoconazole (3 microM) reduced the P(app) efflux of CSA and digoxin from 5.07 x 10(-6) to 2.91 x 10(-6) cm s(-1) and from 2.60 x 10(-6) to 1.41 x 10(-6) cm s(-1), respectively, in Caco-2 cells.
18197554	4	26	38	ketoconazole	Chemical	D007654	In the MDCKII-MDR1 cells, ketoconazole reduced the P(app) efflux of CSA and increased the P(app) absorption of digoxin.
18197554	4	68	71	CSA	Chemical	D016572	In the MDCKII-MDR1 cells, ketoconazole reduced the P(app) efflux of CSA and increased the P(app) absorption of digoxin.
18197554	4	111	118	digoxin	Chemical	D004077	In the MDCKII-MDR1 cells, ketoconazole reduced the P(app) efflux of CSA and increased the P(app) absorption of digoxin.
18197554	5	19	31	ketoconazole	Chemical	D007654	Cellular uptake of ketoconazole in the Caco-2 cells was significantly inhibited by CSA and digoxin, whereas epigallocatechin-3-gallate and xanthohumol exhibited biphasic responses.
18197554	5	83	86	CSA	Chemical	D016572	Cellular uptake of ketoconazole in the Caco-2 cells was significantly inhibited by CSA and digoxin, whereas epigallocatechin-3-gallate and xanthohumol exhibited biphasic responses.
18197554	5	91	98	digoxin	Chemical	D004077	Cellular uptake of ketoconazole in the Caco-2 cells was significantly inhibited by CSA and digoxin, whereas epigallocatechin-3-gallate and xanthohumol exhibited biphasic responses.
18197554	5	108	134	epigallocatechin-3-gallate	Chemical	C045651	Cellular uptake of ketoconazole in the Caco-2 cells was significantly inhibited by CSA and digoxin, whereas epigallocatechin-3-gallate and xanthohumol exhibited biphasic responses.
18197554	5	139	150	xanthohumol	Chemical	C104536	Cellular uptake of ketoconazole in the Caco-2 cells was significantly inhibited by CSA and digoxin, whereas epigallocatechin-3-gallate and xanthohumol exhibited biphasic responses.
18197554	6	15	27	ketoconazole	Chemical	D007654	In conclusion, ketoconazole modulates the P(app) of P-glycoprotein substrates by interacting with MDR1 protein.
18197554	7	0	26	Epigallocatechin-3-gallate	Chemical	C045651	Epigallocatechin-3-gallate and xanthohumol modulate the transport and uptake of ketoconazole.
18197554	7	31	42	xanthohumol	Chemical	C104536	Epigallocatechin-3-gallate and xanthohumol modulate the transport and uptake of ketoconazole.
18197554	7	80	92	ketoconazole	Chemical	D007654	Epigallocatechin-3-gallate and xanthohumol modulate the transport and uptake of ketoconazole.
10416130	0	10	18	cortisol	Chemical	D006854	Increased cortisol levels in human umbilical cord blood inhibit interferon alpha production of neonates.
10416130	1	29	44	corticosteroids	Chemical	D000305	Immunosuppressive effects of corticosteroids are generally known, but the mechanisms influencing the immune system are poorly understood.
10416130	2	31	39	cortisol	Chemical	D006854	However, a correlation between cortisol levels and cytokine production has been reported by several investigators.
10416130	3	35	43	cortisol	Chemical	D006854	In the present study we determined cortisol concentrations in human umbilical cord blood.
10416130	5	42	50	cortisol	Chemical	D006854	Our data revealed significantly increased cortisol levels in cord blood.
10416130	7	63	71	cortisol	Chemical	D006854	Further experiments were performed to analyse the influence of cortisol on the production of interferon (IFN) alpha.
10416130	9	0	8	Cortisol	Chemical	D006854	Cortisol was added to a final concentration of 30 micrograms/dl as measured in cord blood.
10416130	11	44	52	cortisol	Chemical	D006854	These data suggest that increased levels of cortisol in cord blood might influence the IFN-alpha response of newborns.
10416130	12	16	24	cortisol	Chemical	D006854	We propose that cortisol levels increase transiently after birth and may alter several physiological as well as immunological reactions.
10416130	13	146	154	cortisol	Chemical	D006854	Since cord blood is commonly used to investigate features of the neonatal immune system, different behaviour as a result of temporarily increased cortisol concentrations should be considered.
